frame,r_lower_nm,r_upper_nm,g_r
0,0.0,0.018484944832185192,0.0
0,0.018484944832185192,0.036969889664370384,0.0
0,0.036969889664370384,0.055454834496555576,0.0
0,0.055454834496555576,0.07393977932874077,0.0
0,0.07393977932874077,0.09242472416092595,0.0
0,0.09242472416092595,0.11090966899311115,0.0
0,0.11090966899311115,0.12939461382529635,0.0
0,0.12939461382529635,0.14787955865748154,0.0
0,0.14787955865748154,0.16636450348966672,0.0
0,0.16636450348966672,0.1848494483218519,0.0
0,0.1848494483218519,0.20333439315403712,0.0
0,0.20333439315403712,0.2218193379862223,0.0
0,0.2218193379862223,0.2403042828184075,0.0
0,0.2403042828184075,0.2587892276505927,0.0
0,0.2587892276505927,0.27727417248277786,0.0
0,0.27727417248277786,0.29575911731496307,0.0
0,0.29575911731496307,0.3142440621471483,0.0
0,0.3142440621471483,0.33272900697933344,0.0
0,0.33272900697933344,0.35121395181151865,0.0
0,0.35121395181151865,0.3696988966437038,0.2211637715318441
0,0.3696988966437038,0.388183841475889,2.0011725877702866
0,0.388183841475889,0.40666878630807424,2.5471305598050966
0,0.40666878630807424,0.4251537311402594,5.648339271103594
0,0.4251537311402594,0.4436386759724446,3.3504242564829996
0,0.4436386759724446,0.4621236208046298,1.611327278264899
0,0.4621236208046298,0.480608565636815,0.45269990856607834
0,0.480608565636815,0.4990935104690002,0.0
0,0.4990935104690002,0.5175784553011854,0.0
0,0.5175784553011854,0.5360634001333706,0.0
0,0.5360634001333706,0.5545483449655557,0.24161993806763188
0,0.5545483449655557,0.5730332897977409,0.6781114205961124
0,0.5730332897977409,0.5915182346299261,1.1867215607825548
1,0.0,0.018513401699447582,0.0
1,0.018513401699447582,0.037026803398895164,0.0
1,0.037026803398895164,0.055540205098342746,0.0
1,0.055540205098342746,0.07405360679779033,0.0
1,0.07405360679779033,0.09256700849723791,0.0
1,0.09256700849723791,0.11108041019668549,0.0
1,0.11108041019668549,0.12959381189613306,0.0
1,0.12959381189613306,0.14810721359558066,0.0
1,0.14810721359558066,0.16662061529502825,0.0
1,0.16662061529502825,0.18513401699447582,0.0
1,0.18513401699447582,0.2036474186939234,0.0
1,0.2036474186939234,0.22216082039337098,0.0
1,0.22216082039337098,0.24067422209281858,0.0
1,0.24067422209281858,0.2591876237922661,0.0
1,0.2591876237922661,0.2777010254917137,0.0
1,0.2777010254917137,0.2962144271911613,0.0
1,0.2962144271911613,0.3147278288906089,0.0
1,0.3147278288906089,0.3332412305900565,0.0
1,0.3332412305900565,0.35175463228950404,0.0
1,0.35175463228950404,0.37026803398895164,0.11058188576592184
1,0.37026803398895164,0.38878143568839924,1.3007621820506867
1,0.38878143568839924,0.4072948373878468,4.09360268540106
1,0.4072948373878468,0.42580823908729437,4.734637330189767
1,0.42580823908729437,0.44432164078674197,3.274278250653842
1,0.44432164078674197,0.46283504248618956,1.7514426937661942
1,0.46283504248618956,0.48134844418563716,0.3880284930566377
1,0.48134844418563716,0.4998618458850847,0.11976642777305846
1,0.4998618458850847,0.5183752475845322,0.0
1,0.5183752475845322,0.5368886492839798,0.05177428463640409
1,0.5368886492839798,0.5554020509834274,0.24161993806763066
1,0.5554020509834274,0.573915452682875,0.6329039925563718
1,0.573915452682875,0.5924288543823226,1.1443386478974646
2,0.0,0.018460494935077468,0.0
2,0.018460494935077468,0.036920989870154935,0.0
2,0.036920989870154935,0.0553814848052324,0.0
2,0.0553814848052324,0.07384197974030987,0.0
2,0.07384197974030987,0.09230247467538734,0.0
2,0.09230247467538734,0.1107629696104648,0.0
2,0.1107629696104648,0.1292234645455423,0.0
2,0.1292234645455423,0.14768395948061974,0.0
2,0.14768395948061974,0.1661444544156972,0.0
2,0.1661444544156972,0.18460494935077468,0.0
2,0.18460494935077468,0.20306544428585216,0.0
2,0.20306544428585216,0.2215259392209296,0.0
2,0.2215259392209296,0.23998643415600707,0.0
2,0.23998643415600707,0.2584469290910846,0.0
2,0.2584469290910846,0.27690742402616203,0.0
2,0.27690742402616203,0.2953679189612395,0.0
2,0.2953679189612395,0.31382841389631694,0.0
2,0.31382841389631694,0.3322889088313944,0.0
2,0.3322889088313944,0.3507494037664719,0.0
2,0.3507494037664719,0.36920989870154935,0.22116377153184377
2,0.36920989870154935,0.3876703936366268,1.801055328993262
2,0.3876703936366268,0.4061308885717043,3.6387579425787036
2,0.4061308885717043,0.42459138350678177,4.734637330189768
2,0.42459138350678177,0.4430518784418592,2.741256209849734
2,0.4430518784418592,0.4615123733769367,1.7514426937661967
2,0.4615123733769367,0.47997286831201413,0.776056986113277
2,0.47997286831201413,0.49843336324709164,0.059883213886528945
2,0.49843336324709164,0.5168938581821692,0.05560772660154976
2,0.5168938581821692,0.5353543531172466,0.20709713854561723
2,0.5353543531172466,0.5538148480523241,0.24161993806763019
2,0.5538148480523241,0.5722753429874015,0.4068668523576695
2,0.5722753429874015,0.590735837922479,1.1867215607825532
3,0.0,0.01846923011820794,0.0
3,0.01846923011820794,0.03693846023641588,0.0
3,0.03693846023641588,0.05540769035462382,0.0
3,0.05540769035462382,0.07387692047283176,0.0
3,0.07387692047283176,0.0923461505910397,0.0
3,0.0923461505910397,0.11081538070924764,0.0
3,0.11081538070924764,0.12928461082745557,0.0
3,0.12928461082745557,0.14775384094566352,0.0
3,0.14775384094566352,0.16622307106387146,0.0
3,0.16622307106387146,0.1846923011820794,0.0
3,0.1846923011820794,0.20316153130028733,0.0
3,0.20316153130028733,0.22163076141849528,0.0
3,0.22163076141849528,0.24009999153670322,0.0
3,0.24009999153670322,0.25856922165491114,0.0
3,0.25856922165491114,0.2770384517731191,0.0
3,0.2770384517731191,0.29550768189132703,0.0
3,0.29550768189132703,0.313976912009535,0.0
3,0.313976912009535,0.3324461421277429,0.0
3,0.3324461421277429,0.3509153722459509,0.0
3,0.3509153722459509,0.3693846023641588,0.0
3,0.3693846023641588,0.3878538324823667,1.8010553289932656
3,0.3878538324823667,0.40632306260057466,4.45747847965892
3,0.40632306260057466,0.4247922927187826,4.485445891758729
3,0.4247922927187826,0.44326152283699055,2.512818192362251
3,0.44326152283699055,0.4617307529551985,1.4712118627636046
