frame,r_lower_nm,r_upper_nm,g_r
0,0.0,0.023928918211412117,0.0
0,0.023928918211412117,0.047857836422824235,0.0
0,0.047857836422824235,0.07178675463423635,0.0
0,0.07178675463423635,0.09571567284564847,0.0
0,0.09571567284564847,0.11964459105706059,0.0
0,0.11964459105706059,0.1435735092684727,0.0
0,0.1435735092684727,0.1675024274798848,0.0
0,0.1675024274798848,0.19143134569129694,0.0
0,0.19143134569129694,0.21536026390270907,0.0
0,0.21536026390270907,0.23928918211412117,0.0
0,0.23928918211412117,0.2632181003255333,0.0
0,0.2632181003255333,0.2871470185369454,0.0
0,0.2871470185369454,0.31107593674835754,0.0
0,0.31107593674835754,0.3350048549597696,0.0
0,0.3350048549597696,0.35893377317118175,0.0
0,0.35893377317118175,0.3828626913825939,0.0
0,0.3828626913825939,0.406791609594006,0.0
0,0.406791609594006,0.43072052780541814,0.0
0,0.43072052780541814,0.4546494460168302,0.0
0,0.4546494460168302,0.47857836422824235,0.2211637715318436
0,0.47857836422824235,0.5025072824396545,1.8010553289932605
0,0.5025072824396545,0.5264362006510666,4.093602685401052
0,0.5264362006510666,0.5503651188624787,4.485445891758717
0,0.5503651188624787,0.5742940370738908,2.360526180703939
0,0.5742940370738908,0.5982229552853029,1.8215004015168477
0,0.5982229552853029,0.6221518734967151,0.6467141550943941
0,0.6221518734967151,0.6460807917081272,0.17964964165958763
0,0.6460807917081272,0.6700097099195392,0.11121545320310007
0,0.6700097099195392,0.6939386281309514,0.20709713854561576
0,0.6939386281309514,0.7178675463423635,0.28994392568115773
0,0.7178675463423635,0.7417964645537757,0.6781114205961105
0,0.7417964645537757,0.7657253827651878,0.9324240834720099
1,0.0,0.023812538947169868,0.0
1,0.023812538947169868,0.047625077894339736,0.0
1,0.047625077894339736,0.07143761684150961,0.0
1,0.07143761684150961,0.09525015578867947,0.0
1,0.09525015578867947,0.11906269473584934,0.0
1,0.11906269473584934,0.14287523368301921,0.0
1,0.14287523368301921,0.16668777263018908,0.0
1,0.16668777263018908,0.19050031157735894,0.0
1,0.19050031157735894,0.2143128505245288,0.0
1,0.2143128505245288,0.23812538947169867,0.0
1,0.23812538947169867,0.26193792841886854,0.0
1,0.26193792841886854,0.28575046736603843,0.0
1,0.28575046736603843,0.30956300631320827,0.0
1,0.30956300631320827,0.33337554526037816,0.0
1,0.33337554526037816,0.357188084207548,0.0
1,0.357188084207548,0.3810006231547179,0.0
1,0.3810006231547179,0.4048131621018878,0.0
1,0.4048131621018878,0.4286257010490576,0.0
1,0.4286257010490576,0.4524382399962275,0.0
1,0.4524382399962275,0.47625077894339735,0.22116377153184394
1,0.47625077894339735,0.5000633178905672,1.700996699604744
1,0.5000633178905672,0.5238758568377371,4.457478479658928
1,0.5238758568377371,0.5476883957849069,4.319318266138038
1,0.5476883957849069,0.5715009347320769,2.6651102040205643
1,0.5715009347320769,0.5953134736792467,1.401154155012958
1,0.5953134736792467,0.6191260126264165,0.7113855706038378
1,0.6191260126264165,0.6429385515735865,0.1796496416595866
1,0.6429385515735865,0.6667510905207563,0.05560772660155002
1,0.6667510905207563,0.6905636294679262,0.20709713854561645
1,0.6905636294679262,0.714376168415096,0.28994392568115746
1,0.714376168415096,0.7381887073622659,0.63290399255637
1,0.7381887073622659,0.7620012463094358,0.9324240834720093
2,0.0,0.023785498216405312,0.0
2,0.023785498216405312,0.047570996432810625,0.0
2,0.047570996432810625,0.07135649464921594,0.0
2,0.07135649464921594,0.09514199286562125,0.0
2,0.09514199286562125,0.11892749108202656,0.0
2,0.11892749108202656,0.14271298929843187,0.0
