Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Matchup,Accumulated_Sum
Dr Mario,Yoshi,3,1,0,2,16,2.92,0,17.435000000000002
Duck Hunt,Robin,1,1,0,2,101,2.495,-1,2.495
Duck Hunt,Mewtwo,2,1,0,2,68,2.66,-1,5.155
Duck Hunt,Palutena,3,1,0,2,94,2.53,-2,7.6850000000000005
Duck Hunt,Wii Fit Trainer,1,1,0,1,0,2.0,0,9.685
Duck Hunt,Pichu,2,1,0,1,49,1.755,-1,11.44
Duck Hunt,Daisy,3,1,0,2,30,2.85,-2,14.29
Duck Hunt,Lucas,4,0,1,-1,55,0.275,-1,14.565
Bowser,Kirby,1,1,0,2,73,2.635,-1,2.635
Bowser,Simon,2,1,0,3,149,3.255,-1,5.89
Bowser,Pichu,3,1,0,1,0,2.0,-2,7.89
Bowser,Sora,1,1,0,2,114,2.43,0,10.32
Bowser,Sheik,2,1,0,3,178,3.11,0,13.43
Bowser,Luigi,3,1,0,2,80,2.6,-1,16.03
Bowser,Lucas,5,1,0,3,110,3.45,0,19.48
Terry,Ryu,1,1,0,2,129,2.355,-2,2.355
Terry,Mr Game & Watch,2,1,0,2,105,2.475,0,4.83
Terry,Sheik,3,1,0,2,84,2.58,-1,7.41
Terry,Bowser Jr,4,1,0,2,130,2.35,-2,9.76
Terry,Kazuya,5,0,1,-1,27,0.135,-1,9.895
Terry,Inkling,1,1,0,2,168,2.16,1,12.055
Terry,Lucas,2,0,1,-1,82,0.41,1,12.465
Piranha Plant,Dark Samus,1,1,0,2,128,2.36,2,2.36
Piranha Plant,Pichu,2,1,0,3,155,3.225,-1,5.585
Piranha Plant,Simon,3,1,0,2,0,3.0,0,8.585
Piranha Plant,Ken,1,1,0,3,136,3.32,-1,11.905
Piranha Plant,Ike,2,1,0,2,109,2.455,0,14.36
Piranha Plant,Captain Falcon,3,1,0,1,98,1.51,0,15.87
Zelda,Inkling,1,1,0,1,0,2.0,-2,2.0
Zelda,Ken,2,1,0,2,68,2.66,-2,4.66
Zelda,Wario,3,1,0,2,0,3.0,-1,7.66
Zelda,Lucina,5,1,0,2,144,2.28,1,9.94
Zelda,Lucas,1,1,0,2,0,3.0,0,12.94
Zelda,Young Link,2,1,0,2,106,2.47,-1,15.41
Zelda,Lucina,3,1,0,2,107,2.465,1,17.875
Donkey Kong,Richter,1,1,0,2,70,2.65,0,2.65
Donkey Kong,Ken,2,1,0,2,137,2.315,-1,4.965
Donkey Kong,Ryu,3,1,0,3,122,3.39,1,8.355
Donkey Kong,Sora,5,1,0,2,130,2.35,-1,10.705
Donkey Kong,Mr Game & Watch,1,1,0,2,5,2.975,-2,13.68
Donkey Kong,Greninja,2,1,0,2,153,2.235,0,15.915
Donkey Kong,Dr Mario,3,0,1,-1,26,0.13,1,16.045
Ridley,Ryu,1,1,0,2,38,2.81,0,2.81
Ridley,Ken,2,1,0,2,114,2.43,-3,5.24
Ridley,Ganondorf,3,1,0,2,111,2.445,1,7.6850000000000005
Ridley,Dark Pit,4,1,0,1,36,1.82,0,9.505
Ridley,Daisy,5,1,0,3,137,3.315,0,12.82
Ridley,Joker,1,1,0,2,80,2.6,1,15.42
Ridley,Wolf,2,1,0,2,132,2.34,0,17.76
Ridley,Meta Knight,3,1,0,3,127,3.365,-3,21.125
Ridley,Dr Mario,5,0,1,-2,176,-0.12,0,21.005
Sephiroth,Greninja,1,1,0,2,36,2.82,-1,2.82
Sephiroth,ROB,2,1,0,3,97,3.515,-2,6.335
Sephiroth,Samus,3,1,0,1,0,2.0,0,8.335
Sephiroth,Ridley,4,1,0,1,29,1.855,2,10.19
Sephiroth,Isabelle,1,1,0,3,106,3.47,2,13.66
Sephiroth,Dark Samus,2,1,0,2,40,2.8,0,16.46
Sephiroth,Sheik,3,1,0,2,27,2.865,1,19.325
Sephiroth,Dr Mario,4,0,1,-1,75,0.375,3,19.7
Banjo & Kazooie,Captain Falcon,1,1,0,3,107,3.465,0,3.465
Banjo & Kazooie,Peach,2,1,0,2,35,2.825,1,6.29
Banjo & Kazooie,Sonic,3,1,0,2,99,2.505,-1,8.795
Banjo & Kazooie,Young Link,4,1,0,2,106,2.47,-1,11.265
Banjo & Kazooie,Steve,1,1,0,1,117,1.415,0,12.68
Banjo & Kazooie,Bayonetta,2,1,0,2,78,2.61,-2,15.29
Banjo & Kazooie,Kirby,3,1,0,2,108,2.46,-1,17.75
Banjo & Kazooie,Ryu,4,1,0,2,0,3.0,0,20.75
Lucas,Yoshi,1,1,0,2,146,2.27,-2,2.27
Lucas,Simon,2,1,0,3,87,3.565,-2,5.835
Lucas,Terry,3,1,0,2,57,2.715,-1,8.55
Lucas,Pit,4,1,0,2,95,2.525,2,11.075
Lucas,Duck Hunt,1,1,0,2,40,2.8,1,13.875
Lucas,King K Rool,2,1,0,2,34,2.83,1,16.705
Lucas,Pichu,3,1,0,1,0,2.0,-1,18.705
Lucas,Dark Pit,4,1,0,2,53,2.735,0,21.439999999999998
