frame,r_lower_nm,r_upper_nm,g_r
0,0.0,0.02703356855885918,0.0
0,0.02703356855885918,0.05406713711771836,0.0
0,0.05406713711771836,0.08110070567657754,0.0
0,0.08110070567657754,0.10813427423543671,0.0
0,0.10813427423543671,0.1351678427942959,0.0
0,0.1351678427942959,0.16220141135315508,0.0
0,0.16220141135315508,0.18923497991201424,0.0
0,0.18923497991201424,0.21626854847087343,0.0
0,0.21626854847087343,0.24330211702973262,0.0
0,0.24330211702973262,0.2703356855885918,0.0
0,0.2703356855885918,0.29736925414745097,0.0
0,0.29736925414745097,0.32440282270631016,0.0
0,0.32440282270631016,0.35143639126516935,0.0
0,0.35143639126516935,0.3784699598240285,0.0
0,0.3784699598240285,0.40550352838288767,0.0
0,0.40550352838288767,0.43253709694174686,0.0
0,0.43253709694174686,0.45957066550060605,0.0
0,0.45957066550060605,0.48660423405946523,0.27458962276151644
0,0.48660423405946523,0.5136378026183244,1.474281577319379
0,0.5136378026183244,0.5406713711771836,1.9904739437865935
0,0.5406713711771836,0.5677049397360427,2.9017002522669175
0,0.5677049397360427,0.5947385082949019,1.9103479198538225
0,0.5947385082949019,0.6217720768537611,1.0798295665345077
0,0.6217720768537611,0.6488056454126203,1.5229201165831834
0,0.6488056454126203,0.6758392139714795,1.6813849860155485
0,0.6758392139714795,0.7028727825303387,0.5173713240755166
0,0.7028727825303387,0.7299063510891978,0.8982482082979394
0,0.7299063510891978,0.756939919648057,1.1677622586325478
0,0.756939919648057,0.7839734882069161,0.8283885541824656
0,0.7839734882069161,0.8110070567657753,0.8215077894299445
0,0.8110070567657753,0.8380406253246345,0.6329039925563724
0,0.8380406253246345,0.8650741938834937,0.8052753448167339
1,0.0,0.02718319136280454,0.0
1,0.02718319136280454,0.05436638272560908,0.0
1,0.05436638272560908,0.08154957408841362,0.0
1,0.08154957408841362,0.10873276545121816,0.0
1,0.10873276545121816,0.1359159568140227,0.0
1,0.1359159568140227,0.16309914817682725,0.0
1,0.16309914817682725,0.19028233953963178,0.0
1,0.19028233953963178,0.2174655309024363,0.0
1,0.2174655309024363,0.24464872226524084,0.0
1,0.24464872226524084,0.2718319136280454,0.0
1,0.2718319136280454,0.29901510499084993,0.0
1,0.29901510499084993,0.3261982963536545,0.0
1,0.3261982963536545,0.353381487716459,0.0
1,0.353381487716459,0.38056467907926356,0.0
1,0.38056467907926356,0.40774787044206806,0.0
1,0.40774787044206806,0.4349310618048726,0.0
1,0.4349310618048726,0.4621142531676772,0.0
1,0.4621142531676772,0.4892974445304817,0.4118844341422751
1,0.4892974445304817,0.5164806358932862,1.1057111829895356
1,0.5164806358932862,0.5436638272560907,2.5433833726162
1,0.5436638272560907,0.5708470186188953,2.7015829934898896
1,0.5708470186188953,0.5980302099816999,2.0013168684182894
1,0.5980302099816999,0.6252134013445044,0.9137019409138141
1,0.6252134013445044,0.652396592707309,1.3706281049248639
1,0.652396592707309,0.6795797840701134,1.6113272782649068
1,0.6795797840701134,0.706762975432918,0.7760569861132753
1,0.706762975432918,0.7339461667957226,1.1377810638440513
1,0.7339461667957226,0.7611293581585271,0.9453313522263481
1,0.7611293581585271,0.7883125495213317,0.7766142695460606
1,0.7883125495213317,0.8154957408841361,0.7248598142028942
1,0.8154957408841361,0.8426789322469407,0.858941132755076
1,0.8426789322469407,0.8698621236097452,0.6781266061614605
2,0.0,0.027204244159539367,0.0
2,0.027204244159539367,0.054408488319078734,0.0
2,0.054408488319078734,0.0816127324786181,0.0
2,0.0816127324786181,0.10881697663815747,0.0
2,0.10881697663815747,0.13602122079769682,0.0
2,0.13602122079769682,0.1632254649572362,0.0
2,0.1632254649572362,0.19042970911677556,0.0
2,0.19042970911677556,0.21763395327631493,0.0
2,0.21763395327631493,0.2448381974358543,0.0
2,0.2448381974358543,0.27204244159539365,0.0
2,0.27204244159539365,0.299246685754933,0.0
2,0.299246685754933,0.3264509299144724,0.0
2,0.3264509299144724,0.35365517407401176,0.0
2,0.35365517407401176,0.38085941823355113,0.0
2,0.38085941823355113,0.4080636623930905,0.0
2,0.4080636623930905,0.43526790655262987,0.0
2,0.43526790655262987,0.46247215071216924,0.15443565686525917
2,0.46247215071216924,0.4896763948717086,0.13729481138075814
2,0.4896763948717086,0.5168806390312479,1.4742815773193814
2,0.5168806390312479,0.5440848831907873,2.653965258382123
2,0.5440848831907873,0.5712891273503267,2.301348475935834
2,0.5712891273503267,0.598493371509866,2.092285816982759
2,0.598493371509866,0.6256976156694054,1.0798295665345088
2,0.6256976156694054,0.6529018598289448,0.9898980757790686
2,0.6529018598289448,0.6801061039884841,1.6113272782649013
2,0.6801061039884841,0.7073103481480235,1.0994140636604743
2,0.7073103481480235,0.7345145923075629,1.137781063844052
2,0.7345145923075629,0.7617188364671023,0.9453313522263489
2,0.7617188364671023,0.7889230806266416,0.6212914156368488
2,0.7889230806266416,0.816127324786181,0.8215077894299453
2,0.816127324786181,0.8433315689457204,0.7685262766755941
2,0.8433315689457204,0.8705358131052597,0.7628924319316435
3,0.0,0.027284915546689797,0.0
3,0.027284915546689797,0.054569831093379595,0.0
3,0.054569831093379595,0.08185474664006939,0.0
3,0.08185474664006939,0.10913966218675919,0.0
3,0.10913966218675919,0.136424577733449,0.0
3,0.136424577733449,0.16370949328013878,0.0
3,0.16370949328013878,0.19099440882682858,0.0
3,0.19099440882682858,0.21827932437351838,0.0
3,0.21827932437351838,0.24556423992020818,0.0
3,0.24556423992020818,0.272849155466898,0.0
3,0.272849155466898,0.3001340710135878,0.0
3,0.3001340710135878,0.32741898656027757,0.0
3,0.32741898656027757,0.35470390210696734,0.0
3,0.35470390210696734,0.38198881765365716,0.0
3,0.38198881765365716,0.409273733200347,0.0
3,0.409273733200347,0.43655864874703676,0.0
3,0.43655864874703676,0.46384356429372653,0.15443565686525934
