frame,r_lower_nm,r_upper_nm,g_r
0,0.0,0.02201241253272393,0.0
0,0.02201241253272393,0.04402482506544786,0.0
0,0.04402482506544786,0.06603723759817179,0.0
0,0.06603723759817179,0.08804965013089572,0.0
0,0.08804965013089572,0.11006206266361965,0.0
0,0.11006206266361965,0.13207447519634358,0.0
0,0.13207447519634358,0.1540868877290675,0.0
0,0.1540868877290675,0.17609930026179144,0.0
0,0.17609930026179144,0.19811171279451537,0.0
0,0.19811171279451537,0.2201241253272393,0.0
0,0.2201241253272393,0.24213653785996322,0.0
0,0.24213653785996322,0.26414895039268715,0.0
0,0.26414895039268715,0.28616136292541106,0.0
0,0.28616136292541106,0.308173775458135,0.0
0,0.308173775458135,0.33018618799085897,0.0
0,0.33018618799085897,0.35219860052358287,0.0
0,0.35219860052358287,0.3742110130563068,0.0
0,0.3742110130563068,0.39622342558903073,0.0
0,0.39622342558903073,0.4182358381217547,0.0
0,0.4182358381217547,0.4402482506544786,0.22116377153184408
0,0.4402482506544786,0.4622606631872025,1.1006449232736606
0,0.4622606631872025,0.48427307571992645,4.18457163396551
0,0.48427307571992645,0.5062854882526504,5.149956394241492
0,0.5062854882526504,0.5282979007853743,3.731154285628805
0,0.5282979007853743,0.5503103133180982,0.9107502007584234
0,0.5503103133180982,0.5723227258508221,0.3233570775471987
0,0.5723227258508221,0.5943351383835461,0.1796496416595867
0,0.5943351383835461,0.61634755091627,0.055607726601550014
0,0.61634755091627,0.6383599634489939,0.15532285390921227
0,0.6383599634489939,0.6603723759817179,0.04832398761352601
0,0.6603723759817179,0.6823847885144418,0.5424891364768913
0,0.6823847885144418,0.7043972010471657,1.2291044736676484
1,0.0,0.02214497385289487,0.0
1,0.02214497385289487,0.04428994770578974,0.0
1,0.04428994770578974,0.0664349215586846,0.0
1,0.0664349215586846,0.08857989541157948,0.0
1,0.08857989541157948,0.11072486926447436,0.0
1,0.11072486926447436,0.1328698431173692,0.0
1,0.1328698431173692,0.1550148169702641,0.0
1,0.1550148169702641,0.17715979082315897,0.0
1,0.17715979082315897,0.19930476467605385,0.0
1,0.19930476467605385,0.22144973852894873,0.0
1,0.22144973852894873,0.24359471238184358,0.0
1,0.24359471238184358,0.2657396862347384,0.0
1,0.2657396862347384,0.2878846600876333,0.0
1,0.2878846600876333,0.3100296339405282,0.0
1,0.3100296339405282,0.33217460779342306,0.0
1,0.33217460779342306,0.35431958164631794,0.0
1,0.35431958164631794,0.3764645554992128,0.0
1,0.3764645554992128,0.3986095293521077,0.0
1,0.3986095293521077,0.4207545032050026,0.0
1,0.4207545032050026,0.44289947705789745,0.22116377153184363
1,0.44289947705789745,0.4650444509107923,1.801055328993265
1,0.4650444509107923,0.48718942476368715,3.547788994014239
1,0.48718942476368715,0.509334398616582,4.236254453327685
1,0.509334398616582,0.5314793724694769,4.188030320603766
1,0.5314793724694769,0.5536243463223718,1.2610387395116571
