frame,step,time_ps,molecule_id,box_nm,x_nm,y_nm,z_nm,dx_nonaffine_nm,dy_nonaffine_nm,dz_nonaffine_nm,vx_nm_ps,vy_nm_ps,vz_nm_ps,dipole_ux,dipole_uy,dipole_uz,theta_rad,phi_rad,dipole_debye
0,11100,5.550000,0,1.7113265,0.30123078,0.74119823,1.6388218,0.00062788647,0.035569213,0.023977761,-0.013601975,0.57104822,0.61316484,0.82258227,0.16654116,0.54371174,0.99594296,0.19976117,3.73
0,11100,5.550000,1,1.7113265,0.47686594,0.87228431,0.92978676,0.00017755703,-0.015288769,0.0061090664,0.15459956,-0.30219699,0.20387312,-0.24334803,-0.79439506,0.55652334,0.98060097,-1.8680514,3.73
0,11100,5.550000,2,1.7113265,0.89785888,0.48753702,0.55456904,0.016051244,-0.0087662678,-0.0051754618,0.30083845,-0.12380799,0.0073764263,-0.82588092,0.5249256,-0.20584903,1.7781276,2.5754109,3.73
0,11100,5.550000,3,1.7113265,0.085088232,0.89222238,0.54609335,-0.021927495,0.0033522587,0.023194802,-0.4269981,0.083183855,0.40769042,0.45184794,-0.75525098,0.47479406,1.0760663,-1.031646,3.73
0,11100,5.550000,4,1.7113265,0.30977137,0.14961904,1.0016493,-0.014081965,0.0080978861,0.017256297,-0.2916314,0.18048494,0.3716212,-0.016587108,-0.93420181,-0.35635914,1.9351646,-1.5885498,3.73
0,11100,5.550000,5,1.7113265,1.377566,0.63090205,1.6411394,-0.017606108,-0.011760513,-0.0077483912,-0.37670664,-0.21663663,-0.15227799,0.086898918,0.92213458,0.37698327,1.1842592,1.4768371,3.73
0,11100,5.550000,6,1.7113265,0.92190136,0.062973929,1.011676,0.004113295,0.00041758212,-0.00063372798,-0.017302196,-0.10179439,0.020710752,-0.52692794,-0.74181522,-0.4147977,1.9985168,-2.1884165,3.73
0,11100,5.550000,7,1.7113265,0.62502364,0.68367172,1.3009906,-0.015675107,0.003104528,-0.0047651036,-0.36425984,-0.051646284,-0.13957485,0.74426631,-0.66543865,-0.057088295,1.6279157,-0.72953849,3.73
0,11100,5.550000,8,1.7113265,1.4365051,1.0197779,0.037114796,-0.018772684,-0.024637817,-0.020530883,-0.33597152,-0.38727354,-0.35606837,0.49225521,0.77577644,0.39478568,1.1649618,1.0053717,3.73
0,11100,5.550000,9,1.7113265,0.41345134,1.6958462,0.59407445,-0.015742071,0.022063922,-0.0066506727,-0.19199061,0.44502747,0.022919283,-0.30242469,-0.92365394,0.2353778,1.3331891,-1.8872174,3.73
0,11100,5.550000,10,1.7113265,0.56842529,1.2207283,0.6769896,-0.0047292978,0.016584562,-0.0014642937,-0.054504396,0.37518681,-0.15656855,-0.25682759,-0.46372368,0.84793864,0.55871188,-2.0765811,3.73
0,11100,5.550000,11,1.7113265,0.44149667,1.646275,1.4641154,0.018750881,0.020628838,-0.00029784728,0.27676401,0.5046592,-0.048692651,-0.85680221,0.16417798,0.48881035,1.0600708,2.9522704,3.73
0,11100,5.550000,12,1.7113265,0.38035923,1.0183986,1.341719,-0.0059909152,0.013096956,-0.00031111233,-0.15919611,0.44041094,-0.079722087,0.043469585,-0.46560878,0.88392243,0.48661166,-1.4777054,3.73
0,11100,5.550000,13,1.7113265,1.6286473,1.2587542,1.368426,-0.0030032363,-0.005401029,-0.018630459,-0.11417559,-0.094296094,-0.34988294,-0.0079134976,-0.98667942,-0.16248415,1.7340041,-1.5788165,3.73
0,11100,5.550000,14,1.7113265,0.54218597,1.5513191,1.0398397,-0.0074714225,-0.003814201,-0.020437784,0.058971749,-0.10623558,-0.31968445,0.114938,-0.11576381,0.98660428,0.1638642,-0.78897772,3.73
0,11100,5.550000,15,1.7113265,0.77271169,1.1677912,1.0807719,-0.014973448,0.0081682149,-0.023403887,-0.29693318,0.18644402,-0.44502389,-0.59023019,-0.78456768,-0.18995229,1.7619099,-2.2157677,3.73
0,11100,5.550000,16,1.7113265,0.68305026,0.80791184,0.084136447,-0.00084669997,0.00081450153,-0.0031190808,0.0019165268,0.086728926,-0.10506542,0.95439233,-0.18833987,-0.23165358,1.8045735,-0.19483665,3.73
0,11100,5.550000,17,1.7113265,1.2630517,0.76862042,0.59712307,0.013036367,0.00014550568,-0.0024699489,0.32242779,-0.038890989,0.052633957,0.17618658,-0.45865762,-0.87097157,2.6279726,-1.2040408,3.73
0,11100,5.550000,18,1.7113265,1.1083626,0.12990109,0.71871331,-0.02352067,-0.025605048,0.0073177557,-0.41128338,-0.5319052,0.019554034,-0.80502656,0.58173503,-0.11626083,1.6873207,2.5158407,3.73
0,11100,5.550000,19,1.7113265,1.0835667,0.58257133,0.13959855,-0.0090483168,-0.0076695159,-0.0016102672,-0.23584459,-0.16296689,0.075700646,-0.072136056,-0.97731906,0.19910762,1.3703491,-1.6444729,3.73
0,11100,5.550000,20,1.7113265,1.3350883,0.28648977,1.0284505,0.017451735,0.0089509974,-0.001196163,0.34776289,0.11441163,-0.017468178,-0.8576971,-0.4919987,-0.14930828,1.720665,-2.6207904,3.73
0,11100,5.550000,21,1.7113265,1.3811556,0.86914134,1.1138987,0.011839621,0.0121361,-0.0063803702,0.22386385,0.21159755,-0.23329478,-0.077183776,-0.40481672,-0.9111345,2.716825,-1.7591986,3.73
0,11100,5.550000,22,1.7113265,1.1564008,1.1902821,1.3655107,0.013390727,-0.010053369,0.02236382,0.25570153,-0.033330546,0.43349071,-0.35068484,0.43444914,-0.82962286,2.5492282,2.2499086,3.73
0,11100,5.550000,23,1.7113265,0.029817038,1.6536909,1.5028401,0.006489401,-0.036738052,0.0060345067,0.1385237,-0.77471848,0.058698533,-0.50465847,-0.52179205,-0.6877884,2.3292343,-2.339504,3.73
0,11100,5.550000,24,1.7113265,0.96860602,1.4385052,0.6004095,0.021498961,0.0080586902,0.017837071,0.25434493,0.27002119,0.40173251,-0.73032757,-0.35951247,-0.58083768,2.1905537,-2.6841546,3.73
0,11100,5.550000,25,1.7113265,1.3441348,1.4633452,0.62674528,0.00068752173,0.012954109,-0.021746725,0.10902839,0.2822949,-0.46695841,-0.24738409,0.95722027,0.15010149,1.4201254,1.8237027,3.73
0,11100,5.550000,26,1.7113265,0.35208987,0.51228713,0.83544641,-0.0013392774,0.010563648,0.0042478729,0.031475809,0.057865021,-0.098243483,-0.63089082,-0.73391463,-0.2516865,1.8252188,-2.2808513,3.73
0,11100,5.550000,27,1.7113265,0.0022200748,0.14906404,0.64582724,0.023556569,-0.007048831,0.0067534017,0.496405,-0.21765584,0.074813627,-0.81761529,0.065002185,0.57208387,0.96175202,3.0622574,3.73
0,11100,5.550000,28,1.7113265,0.048128063,0.55339326,1.093864,0.0081867571,-0.010669773,0.0066063631,0.087101387,-0.23613408,0.15810185,-0.6278675,0.20668343,0.75037614,0.72216539,2.8235819,3.73
0,11100,5.550000,29,1.7113265,0.84439914,1.2698983,0.23500168,0.015530599,-0.0031884155,0.013304753,0.25871688,-0.051462321,0.2539392,-0.82160815,0.33942053,-0.45798881,2.0465278,2.7498297,3.73
0,11100,5.550000,30,1.7113265,1.0420924,0.8148822,1.3899297,-0.0027787045,-0.011201665,-0.009732498,-0.056262759,-0.26832666,-0.14225365,0.99071687,-0.12364801,0.056491217,1.514275,-0.12416458,3.73
0,11100,5.550000,31,1.7113265,0.13392284,1.5060254,0.8803145,0.0062143715,-0.0030129116,0.0013786826,0.0065850553,-0.10768377,-0.063998112,-0.50734924,-0.80383801,0.31054983,1.2550249,-2.133812,3.73
1,11200,5.600000,0,1.7223736,0.30120996,0.77286385,1.6853519,-0.001331153,0.062363998,0.059813578,-0.0083739883,0.57476016,0.75467613,0.24713637,-0.46062317,0.85249628,0.55005403,-1.0783566,3.73
1,11200,5.600000,1,1.7223736,0.48409375,0.8714225,0.95048966,0.0043137622,-0.021760585,0.020762801,0.059522811,0.023444674,0.34341392,-0.12286444,-0.64535863,0.75393406,0.71676627,-1.7589266,3.73
1,11200,5.600000,2,1.7223736,0.91915666,0.47970196,0.55854488,0.03150339,-0.019713291,-0.0047807881,0.21796089,-0.18505408,0.017202918,-0.77621533,0.62996056,-0.025287487,1.5960865,2.4598307,3.73
1,11200,5.600000,3,1.7223736,0.068239146,0.9004638,0.57089436,-0.039270053,0.0058261834,0.044402411,-0.2984537,0.073677625,0.47687656,0.25375372,-0.89322902,0.37114817,1.1905511,-1.2940029,3.73
1,11200,5.600000,4,1.7223736,0.29367851,0.16034199,1.0206014,-0.03211646,0.017823712,0.029702437,-0.43836266,0.18786017,0.12000476,0.055210322,-0.79957387,-0.59802462,2.2118305,-1.5018561,3.73
1,11200,5.600000,5,1.7223736,1.3704477,0.61938788,1.639608,-0.033565576,-0.027297337,-0.019834964,-0.27680379,-0.52347384,-0.28915806,0.21196364,0.53624958,0.81701151,0.61458727,1.1943738,3.73
1,11200,5.600000,6,1.7223736,0.92219361,0.056470908,1.026699,-0.0015274275,-0.006469794,0.0078314239,-0.12072713,-0.074504108,0.36799878,-0.71186746,-0.56366012,-0.41896537,2.0031019,-2.4718688,3.73
1,11200,5.600000,7,1.7223736,0.61266451,0.68918496,1.3064944,-0.032016351,0.0042009592,-0.0076502782,-0.26934194,0.037819125,-0.063931517,0.88926109,-0.41506907,-0.19217802,1.7641774,-0.43670155,3.73
1,11200,5.600000,8,1.7223736,1.4362843,1.010393,0.02364994,-0.028236001,-0.040554483,-0.034191376,-0.22253329,-0.21505441,-0.24597872,0.032261776,0.97232056,0.23141284,1.3372666,1.5376283,3.73
1,11200,5.600000,9,1.7223736,0.40807784,0.012478009,0.60457909,-0.023758722,0.050032186,-2.3253858e-06,-0.11378336,0.56853461,0.18114463,-0.82814681,-0.55713508,0.061427668,1.50933,-2.5493909,3.73
1,11200,5.600000,10,1.7223736,0.57365976,1.2485032,0.67825974,-0.0031691875,0.036415546,-0.0045543601,0.096838394,0.37482302,-0.019004621,-0.37876468,0.028003231,0.92506926,0.38957841,3.0677939,3.73
1,11200,5.600000,11,1.7223736,0.45259936,1.6816539,1.4668074,0.026977129,0.045301244,-0.0070353878,-0.038767701,0.42044911,-0.13956423,-0.63893801,0.34931049,0.6853761,0.81567626,2.6412828,3.73
1,11200,5.600000,12,1.7223736,0.37594999,1.0445803,1.3432387,-0.012833465,0.032641742,-0.0074297007,-0.12625815,0.41871135,-0.26719888,0.11848799,-0.40542805,0.9064153,0.43607786,-1.286461,3.73
1,11200,5.600000,13,1.7223736,1.6362883,1.2613664,1.3579996,-0.0058663334,-0.010896738,-0.037828709,-0.063313828,-0.17009777,-0.47237153,-0.23767348,-0.96882043,0.069987766,1.5007513,-1.8113678,3.73
1,11200,5.600000,14,1.7223736,0.55489646,1.5503107,1.0345679,0.0017095807,-0.014801513,-0.032383647,0.27442761,-0.26170114,-0.053311932,0.060106109,-0.19468049,0.97902337,0.20518469,-1.2713385,3.73
1,11200,5.600000,15,1.7223736,0.76123034,1.1851377,1.0655896,-0.031390038,0.017944876,-0.045491841,-0.42829195,0.11490627,-0.40911826,-0.24690963,-0.94918284,-0.19516037,1.7672173,-1.8252849,3.73
