step,time_ps,measured_temperature_K,potential_kJ_mol_system,kinetic_kJ_mol_system,total_kJ_mol_system,potential_kJ_mol_molecule,box_nm,volume_nm3,density_g_cm3,msd_nonaffine_nm2,fcc_order,polar_order,nematic_order,multipolar_order,a1_squared,a2_squared,a3_squared,a4_squared,a5_squared,a6_squared,frame
13050,13.049999999998207,1093.3958002398585,-1118.860254410914,713.6433828601412,-405.2168715507728,-34.96438295034106,1.568546278393098,3.8591531154349457,1.0758248352198703,0.0007682441350480333,0.6106244833334308,0.2575094251419414,0.1526746158416837,0.1348026264276472,0.036192107392963205,0.010390630648335782,-0.003665242738911037,0.034041014020666414,-0.015356107840055259,0.028406736488785465,0
13100,13.099999999998179,984.6902107451413,-1050.7769905964647,642.692840882755,-408.0841497137096,-32.83678095613952,1.568546278393098,3.8591531154349457,1.0758248352198703,0.0028103682434693494,0.5933446124496402,0.2576854450394056,0.15579549496853132,0.09208691796378497,0.03628571724919386,-0.003474170708193959,0.007457914000420056,0.005409461732650162,-0.0049874386748934955,0.001726909778149112,1
13150,13.149999999998151,905.8001344513767,-989.173992974776,591.2024465461146,-397.9715464286613,-30.91168728046175,1.5748491865659846,3.9058621477409754,1.062959369137567,0.005240652183942606,0.5719261683112128,0.21912265530289612,0.13829500813977952,0.06601850819118661,0.01730553606915285,-0.011622750260264623,-0.0018850527002635873,-0.00940781028909565,0.008845124473585797,-0.003690465119284356,2
13200,13.199999999998123,935.5247240139989,-1001.033710112567,610.6032496632891,-390.4304604492778,-31.282303441017717,1.5886770753641781,4.0096538884874,1.0354441754740238,0.0076791008636548485,0.5484158322398173,0.18180805716010304,0.15999695070248893,0.04346795854448825,0.0018623686692451982,-0.0033562564836431847,0.007959509101261463,-0.0023275314286478584,-0.005162905479436939,0.0015149027496454326,3
13250,13.249999999998096,938.4119244282982,-987.1022218782107,612.4876829766454,-374.6145389015653,-30.846944433694084,1.6010590883889493,4.104139184022511,1.0116062293072263,0.009889085379323686,0.5239157581638745,0.15694497837444227,0.19611410460451212,0.07885478635659611,-0.006831766465079594,0.011723549018243842,0.013227757633675237,0.009198970749247104,-0.015266728105950332,0.0031581865869003117,4
13300,13.299999999998068,942.620694349612,-984.128479384251,615.2346853006596,-368.8937940835914,-30.754014980757844,1.6057235320523413,4.140114155990073,1.0028160113638673,0.011949152737022309,0.4986407813310897,0.16078808888228222,0.28298455938165423,0.12652805194935318,-0.005571293392086002,0.060040452469378995,0.03601563511121033,-0.017589450611405287,-0.02750399774213673,-0.006455456753324452,5
13350,13.34999999999804,962.4457720120012,-936.674158357449,628.1742223698059,-308.4999359876431,-29.27106744867028,1.6057235320523413,4.140114155990073,1.0028160113638673,0.014295039606488905,0.46096327609993054,0.20791622858175407,0.2697402639712285,0.14939544496745388,0.01236558256274601,0.05168718460669014,0.06224140918084518,0.00042130766298211343,0.007198509848877814,-0.0018467578597130892,6
13400,13.399999999998013,906.7345828996896,-902.6632080179129,591.8123473264324,-310.85086069148053,-28.208225250559778,1.610363427851413,4.176107761994394,0.9941728042281833,0.016757731845807828,0.4171179691445315,0.2634307487661535,0.15529622132276683,0.0959618376440064,0.03937626776309293,-0.004988055611588362,0.002093612022047902,-0.004764378985808625,-0.007257705774612843,0.01378216591894703,7
13450,13.449999999997985,887.6995962715699,-901.334598040288,579.3884910732723,-321.9461069670157,-28.166706188759,1.6137992532379022,4.202894905584106,0.9878364455377806,0.01892733281838218,0.3710394166359226,0.32736686521389674,0.12839477416528475,0.11428623897819198,0.07836806651868244,-0.01468349242459359,-0.0019199195936282893,-0.017088913944690625,-0.006991873220163817,-0.004463836228127551,8
13500,13.499999999997957,948.5496424792067,-950.4692995659731,619.1044226812844,-331.36487688468867,-29.70216561143666,1.622106282575956,4.268132754353153,0.9727374951649699,0.021038409778311035,0.32791461813148653,0.3952030126418797,0.13719116417002727,0.14660922894931522,0.12896559607867636,-0.008802463629767715,-0.01401689662065256,-0.002957047524239327,-0.007742110489945797,-0.016748058795923625,9
