condition,molecule,label,potential,boundary,density_mode,initial_density_g_cm3,ensemble,temperature_K,pressure_kPa,molecules,frames,production_ps,angular_kl_nats,msd_final_nm2,measured_temperature_K,measured_temperature_K_block_se,potential_kJ_mol_molecule,potential_kJ_mol_molecule_block_se,density_g_cm3,density_g_cm3_block_se,fcc_order,fcc_order_block_se,polar_order,polar_order_block_se,nematic_order,nematic_order_block_se,multipolar_order,multipolar_order_block_se,local_q6,local_q6_block_se,nearest_neighbor_nm,nearest_neighbor_nm_block_se,rotation_c2,rotation_c2_block_se,wall_kJ_mol_molecule,wall_kJ_mol_molecule_block_se,intermolecular_kJ_mol_molecule,intermolecular_kJ_mol_molecule_block_se,a1_squared,a1_squared_block_se,a2_squared,a2_squared_block_se,a3_squared,a3_squared_block_se,a4_squared,a4_squared_block_se,a5_squared,a5_squared_block_se,a6_squared,a6_squared_block_se,msd_slope_proxy_nm2_ps,cv_fluct_J_mol_K,cp_fluct_J_mol_K,compressibility_fluct_kPa_inv,expansion_fluct_K_inv
propylene_glycol_coulomb_lj_p01_t01,propylene_glycol,Propylene glycol-inspired,coulomb_lj,periodic,reference,1.0361,npt,300.0,101.325,32,40,2.0,0.15217791631698138,0.003843316681126174,255.76291821900296,17.35210476574776,-31.050973984522052,0.4017586786035935,1.163375550182619,0.013608609838041276,0.8368204635178266,0.004516543910671713,0.26564652039577596,0.016602939620064427,0.11904104791248785,0.01211470865289664,0.1013172828553041,0.007232945582651723,0.5220879850021248,0.0015537194988053439,0.4873906825500988,0.0011619724917402597,0.13374659609348033,0.1153866088781067,0.0,0.0,-31.050973984522052,0.4017586786035935,0.042019150146319635,0.009129496869604497,-0.00949339830122741,0.004575784823649805,-0.001990110712572965,0.007169035556569966,-0.0012302918740669175,0.002679133701408687,-0.0072204233599620846,0.0037053825529192817,-0.00022244450690692402,0.002002878023991942,-8.805376774468797e-05,,67.42026906893179,4.303687909562988e-07,0.0009362208926167148
propylene_glycol_coulomb_lj_p01_t02,propylene_glycol,Propylene glycol-inspired,coulomb_lj,periodic,reference,1.0361,npt,600.0,101.325,32,40,2.0,0.17424174354261868,0.025969602419949576,472.5170082021712,14.033393172436716,-23.594977890198077,1.2154520522957037,0.9786623929495001,0.040018850423789255,0.5376109342884426,0.04601736880140332,0.24515848841992743,0.04531798977178267,0.13246175862969817,0.005429408152971755,0.10393770447890552,0.016172093863946052,0.4144642729252516,0.016268191638031074,0.4860872682352162,0.0023180642767533315,0.1304432432174974,0.06881734525621874,0.0,0.0,-23.594977890198077,1.2154520522957037,0.03823862624642375,0.025393438696578403,-0.0015325564588552945,0.0042224463674663554,0.005512302022150746,0.0033081620529108093,-0.0016144469717661015,0.0021788436017553545,0.002917956805475457,0.0023598151685664797,0.0004750501269043351,0.0012014012174050496,0.0017638376531164174,,76.48770246223415,3.0301798482023125e-06,0.00213320489752603
propylene_glycol_lj_p01_t00,propylene_glycol,Propylene glycol-inspired,lj,periodic,reference,1.0361,npt,180.0,101.325,32,40,2.0,0.20623010582063403,0.004543855993458884,173.32739989744556,12.307570816188704,-29.265591628294636,0.3702219491781861,1.1648567624253847,0.019532010348958836,0.835296973525568,0.03268595646267886,0.19042715489555734,0.025248038317542076,0.11177335621599775,0.014608950329203467,0.08965603154080533,0.0022472760058551687,0.5253737704719328,0.01079731349322921,0.48862809444090266,0.00028555189113082304,0.19268824371661272,0.11699379250805104,0.0,0.0,-29.265591628294636,0.3702219491781861,0.008609418223923315,0.009154823809119533,-0.013935349618886317,0.005035562326554041,8.875983547524252e-05,0.002485183912661562,0.011296724406260308,0.0032422538876855484,0.0077168485060901525,0.004205025100857741,0.0022148432547437176,0.002516986019110498,3.120692102870513e-05,,13.331735203311485,1.39821399511273e-06,0.0007407540989713161
propylene_glycol_lj_p01_t01,propylene_glycol,Propylene glycol-inspired,lj,periodic,reference,1.0361,npt,300.0,101.325,32,40,2.0,0.17977954386557432,0.0065077259112142245,249.175566649896,13.452312557544841,-27.70445799910467,0.5801056795270323,1.149776204866356,0.01816016132602527,0.8129081716813327,0.03215524914413676,0.16554350955097727,0.03566299900731207,0.09469074667690129,0.0099970802752236,0.07278537881123417,0.003235338948926446,0.5134790429668976,0.01254336780995143,0.48739499670700487,0.001471685145864204,0.20350618029522077,0.10897471159800944,0.0,0.0,-27.70445799910467,0.5801056795270323,0.0027276752449774794,0.013142217574750134,-0.018755221403820476,0.0022090684751490523,0.0035933111521745985,0.008123844162693334,-0.0023290882437950037,0.00534852194650447,-0.0007788064123733141,0.0030635990894785424,-0.0010625018123999058,0.002836887428588345,0.0007148607325330453,,100.33783128474127,7.5706130044001e-07,0.0017108513190833734
propylene_glycol_lj_p01_t02,propylene_glycol,Propylene glycol-inspired,lj,periodic,reference,1.0361,npt,600.0,101.325,32,40,2.0,0.12174619433442574,0.04488254463214224,487.5500320900088,26.96777468407439,-20.151220016369585,1.415948235136261,0.9255631097482645,0.05247843907725037,0.4163890212603668,0.10586135784030329,0.20202889691567796,0.02764385059142207,0.14331265566400936,0.01561631585428197,0.08097316294039,0.01623348899498829,0.3871136567469663,0.03271593484162384,0.48747052581741945,0.0006048407574794378,0.01907698617671436,0.08430764071068901,0.0,0.0,-20.151220016369585,1.415948235136261,0.017373000214193957,0.011561271598757198,-0.0032216714296184694,0.005130488221667416,-0.006138809346374031,0.002576822989542613,-0.00031947395907149374,0.003263336241049662,0.0019107344714457829,0.002228778049735706,0.0010613647049018498,0.003266595561222481,0.004268597356591604,,132.48229738673248,6.2811246221326755e-06,0.0038172463404998447
propylene_glycol_coulomb_wca_p01_t00,propylene_glycol,Propylene glycol-inspired,coulomb_wca,periodic,reference,1.0361,npt,180.0,101.325,32,40,2.0,0.23444376853527865,0.018007076681737472,160.8287888995073,6.535059588092512,-1.6258670873692864,0.13390177305164466,0.8440286001276119,0.026447967135594063,0.5699593303701309,0.05373259728386034,0.2869505511169347,0.08378568418618455,0.16054903339364524,0.014702142179837457,0.11540285532983525,0.03307263834279864,0.4264346056360388,0.019685429125118826,0.5142131066237179,0.0012319367079098296,0.12093923100469998,0.1110042000647053,0.0,0.0,-1.6258670873692864,0.13390177305164466,0.0755036850005877,0.04948733193596844,0.0028688283503009054,0.005478538091438338,-0.0071450397656558735,0.0024056821041023757,-0.00568469805138222,0.002210355575592306,-0.0033434412849970537,0.0021697917906435328,-0.002879324219926947,0.003344879256987402,0.0009580433517083733,,27.27246876220287,5.950344944243512e-06,0.002518774744136863
propylene_glycol_coulomb_wca_p01_t01,propylene_glycol,Propylene glycol-inspired,coulomb_wca,periodic,reference,1.0361,npt,300.0,101.325,32,40,2.0,0.12172884426908706,0.05878690098584105,259.9436262500302,7.7823362181581555,-0.9361166950417357,0.1852599779913971,0.6803690685747388,0.02280727444021001,0.16697024398997223,0.05061855798052822,0.21323259697468933,0.05157960402746351,0.16576938701055183,0.03928608284081731,0.08654072664327542,0.030738615025952057,0.31488137107641173,0.006890490121133987,0.5135155754670415,0.0030507197178635086,0.048129309192613136,0.056679264965369236,0.0,0.0,-0.9361166950417357,0.1852599779913971,0.028298211116839854,0.02979639333318156,0.012566269211654157,0.019002761081033,0.0011702948803421396,0.004403297630075133,-0.0062700651873433735,0.002494336458535638,-0.0013706504931889987,0.0020491239381701274,7.637165480051216e-05,0.0019721353512428164,0.003129219127252591,,22.444568905387627,5.585335290563141e-06,-0.0009423499023234624
propylene_glycol_coulomb_wca_p01_t02,propylene_glycol,Propylene glycol-inspired,coulomb_wca,periodic,reference,1.0361,npt,600.0,101.325,32,40,2.0,0.11939560285504582,0.2390950484450858,567.3142008199936,36.91714328275722,0.2971319544958277,0.1373252965856621,0.5144643490441858,0.02467869340544378,0.031969458866431585,0.003424441570767962,0.15787633507261573,0.019360127182527782,0.14252950830722907,0.007334980389144395,0.06519672243725551,0.006843409852175926,0.283863781469518,0.0034357287897901186,0.5258405477256597,0.006167601747209286,0.021478523850661336,0.06516566227792482,0.0,0.0,0.2971319544958277,0.1373252965856621,-0.003374618071855293,0.005554930358380636,-0.003625171773186095,0.0029792020875503873,-0.0004947889811924722,0.00306530155206593,0.0029082742130207605,0.001248384663662745,-0.004670146573373735,0.0013652205332731955,-7.825248585209797e-05,0.0016767029373305241,0.03137973019720283,,19.328134533872767,8.063291773051799e-06,0.0008922138899223308
propylene_glycol_wca_p01_t00,propylene_glycol,Propylene glycol-inspired,wca,periodic,reference,1.0361,npt,180.0,101.325,32,40,2.0,0.1779346503132503,0.01897848182062645,151.30075833271425,1.2489004161632788,0.9133283234667033,0.1197444161613792,0.833815437642086,0.028362648306994018,0.5727809148351298,0.048018340775462055,0.2072699160994897,0.0068982836627945136,0.14989223930538348,0.025734854801327155,0.0860690380363209,0.004389646353155697,0.4286753125753771,0.01674886484423667,0.5188260615017308,0.00232402102311979,0.14337758591753516,0.11037089650098761,0.0,0.0,0.9133283234667033,0.1197444161613792,0.013998210498274866,0.002718317987445999,0.0027309880561986895,0.007981910061157517,-0.0027295647372881492,0.0028374235407082225,-0.0033667414262853372,0.0031136837707887418,0.0018569265031581964,0.005407714347653466,-1.6163585311697314e-05,0.0015689593811568131,0.0009087801106681353,,12.40159150081983,7.0288725536892794e-06,-0.001609665384054262
propylene_glycol_wca_p01_t01,propylene_glycol,Propylene glycol-inspired,wca,periodic,reference,1.0361,npt,300.0,101.325,32,40,2.0,0.15211460364920676,0.08495063846022946,281.481957005063,11.69565069884478,1.102710784226656,0.14191589227264645,0.6714724642924801,0.019842997019479287,0.1377714593593889,0.050873297738104166,0.1475189958638134,0.0248502443885406,0.15956311701712794,0.017498563364232358,0.0734358590634922,0.0030342722123832175,0.3101047603911399,0.007482535454367584,0.5142895491575233,0.002887575182507422,0.16649034327748663,0.06328061053380349,0.0,0.0,1.102710784226656,0.14191589227264645,-0.006931514167255183,0.00764943414645687,0.0038344322984755737,0.0056422905411876905,0.00033330359699523907,0.002529571457769627,-0.0017231732208281066,0.0034484372663430587,-0.000761322398281444,0.003792750310327904,0.0018807418873368537,0.0011282160528488846,0.00806981827520629,,24.746793241405232,4.411359939512958e-06,0.0003734652774782064
propylene_glycol_wca_p01_t02,propylene_glycol,Propylene glycol-inspired,wca,periodic,reference,1.0361,npt,600.0,101.325,32,40,2.0,0.1185372733730366,0.22240707691782827,598.6040815819304,25.096309590661175,1.4509764039888977,0.12155026244786234,0.53218071722115,0.024756002134040177,0.0329098359462183,0.004036461440087895,0.18045912298747052,0.02251880457797212,0.1787965504994014,0.01426248686087725,0.08741271374946005,0.008670766920431188,0.28247502878489145,0.003956774223604762,0.518857955102386,0.0018079226110063592,0.09353375158298112,0.06334291284785551,0.0,0.0,1.4509764039888977,0.12155026244786234,0.007259918346582894,0.008556802524713065,0.00966477086788752,0.004979257974356439,0.00039244238644497927,0.006256525338421272,0.0032293062637386988,0.00329755947108057,-0.007074500416286683,0.0012311568258513987,0.0034765275432652202,0.002499753434942751,0.025282825004829063,,18.289105553184214,7.24992284213006e-06,-0.0004293048310184804
propylene_glycol_coulomb_lj_p02_t00,propylene_glycol,Propylene glycol-inspired,coulomb_lj,periodic,reference,1.0361,npt,180.0,1000.0,32,40,2.0,0.21234656866335216,0.004969077136428747,210.66129350287764,7.452035445024649,-32.51453716445545,0.14779411714695462,1.178184826100709,0.0031699116002656884,0.8531954444162757,0.007446830969281781,0.22142180414286097,0.013590850080221316,0.11421961294651388,0.008200163592654625,0.08333914242346806,0.00354226499304818,0.5296676151326541,0.0019107249838535589,0.4874967598801539,0.0013415486869027254,0.25576765809770635,0.1144678974229976,0.0,0.0,-32.51453716445545,0.14779411714695462,0.020094217469857956,0.006567107879561029,-0.013410354035138189,0.000878565559368188,-0.016628378792720576,0.0013633371076503952,0.012027527848407781,0.004055317973895058,-0.0004437583347961068,0.005346917771726153,0.0025314208098587386,0.0019650159530918013,0.00027233031309365,,44.650160385944496,3.1372683942312976e-07,-0.0002303583086059841
propylene_glycol_coulomb_lj_p02_t01,propylene_glycol,Propylene glycol-inspired,coulomb_lj,periodic,reference,1.0361,npt,300.0,1000.0,32,40,2.0,0.15442830646836822,0.00595207104901237,279.8495739737019,5.530875357117985,-31.18491417999444,0.22617118705075143,1.1739218911604463,0.0056744016569453375,0.8223540482176158,0.022058154356287458,0.23394363263421897,0.025557405024110646,0.10460809202380157,0.007992174802485812,0.09187514868857136,0.008910751660131867,0.5191229733018111,0.007343793429397722,0.4856955469761711,0.0010119451308823447,0.150265050110689,0.09005739004992405,0.0,0.0,-31.18491417999444,0.22617118705075143,0.027261722116526443,0.012171114721849853,-0.013894564729367249,0.0024807250050845483,-0.0024512610987710622,0.002724208320793924,-0.0016647128830767962,0.001430901078693301,0.004798268742229168,0.0008746665484505407,0.002731155781188357,0.0031147513961298137,0.0006737998664771814,,14.629198843655592,2.617417826828085e-07,0.00012576885993680843
propylene_glycol_coulomb_lj_p02_t02,propylene_glycol,Propylene glycol-inspired,coulomb_lj,periodic,reference,1.0361,npt,600.0,1000.0,32,40,2.0,0.1036492851382836,0.04155341901207194,504.7586662530189,20.189658498124512,-23.174902081478347,1.5417736544872331,0.9703132016880781,0.053856206832526454,0.44579409920530216,0.12954719961077524,0.20833197789551994,0.013831730286498705,0.15530187396335773,0.014486099910582,0.08391437033961022,0.006010757201852025,0.4035506500316469,0.03532445075117598,0.4867922731855875,0.000922059305221814,0.11867743383212856,0.08163560818781296,0.0,0.0,-23.174902081478347,1.5417736544872331,0.017236557687132364,0.006703535278292588,0.0035313661049087078,0.005485618942531135,-0.0028798244758161317,0.0017063210274806935,-0.001002964318188321,0.00391375147942223,-0.0044036519344810825,0.0021671239136369556,0.0017149337989094723,0.0021381464594755328,0.0037945954636121847,,129.27548782417193,5.3209290826631095e-06,0.0033780785626410566
propylene_glycol_lj_p02_t00,propylene_glycol,Propylene glycol-inspired,lj,periodic,reference,1.0361,npt,180.0,1000.0,32,40,2.0,0.15131477559530454,0.0054160311907103945,187.09660195562682,6.235698382746952,-29.419174289655892,0.16512218125770234,1.172845110071077,0.005939873615800978,0.8363328378984736,0.011272577918009799,0.13532084771515213,0.020446585198099995,0.10958350433623525,0.011105490253578612,0.06078816734032856,0.010477626030557553,0.5226003921264246,0.004355309101450799,0.4864952781092892,0.0004307589658342539,0.24813744637081583,0.11806957988417624,0.0,0.0,-29.419174289655892,0.16512218125770234,-0.011035456741407523,0.005321400959242891,-0.014390614427848267,0.004784047551037345,-0.00022968409912618205,0.0045360935803609925,0.010145375099382278,0.008566460290930071,-0.005682726050185778,0.0029010119621222046,-0.0023093915818374606,0.001181036354236058,0.0004082440837010334,,16.236547555956033,2.500454756086324e-07,0.0002558739552071392
propylene_glycol_lj_p02_t01,propylene_glycol,Propylene glycol-inspired,lj,periodic,reference,1.0361,npt,300.0,1000.0,32,40,2.0,0.17415070786450526,0.006174973787012817,286.56102369514616,4.759352472902844,-27.545489759853872,0.4385384234180716,1.1478256255811072,0.012195146276700824,0.788615436366326,0.02138657691520883,0.19194098570766932,0.013411524707819244,0.11410857850435956,0.01461027670409561,0.08617720120540553,0.006064043304355584,0.5099049207940916,0.007860322691127573,0.4849223452630117,0.0011816456489965655,0.15177047877993438,0.11716580699777347,0.0,0.0,-27.545489759853872,0.4385384234180716,0.008179789745073275,0.005086666041114679,-0.01116189426738452,0.004553995339094022,0.005762622898100691,0.0036996183223337743,0.0005125639240873366,0.004665641714882972,0.0017666650869071203,0.001126908603020003,0.006548050194304306,0.0019521306678195452,9.826631443926504e-05,,43.9768002737309,4.798105428792171e-07,0.0007285757643669917
propylene_glycol_lj_p02_t02,propylene_glycol,Propylene glycol-inspired,lj,periodic,reference,1.0361,npt,600.0,1000.0,32,40,2.0,0.1101806069983881,0.042598841220898666,446.1754000310428,9.2618535198155,-21.62745483082506,1.1272344463906951,0.9733736447048177,0.049056880205348416,0.4036194442341297,0.10723906141449374,0.1432476855299337,0.015787594062081255,0.12608038572769315,0.010961577658615503,0.07528620470481448,0.009318888256844788,0.38732673217820307,0.029407238845218443,0.48488581173697776,0.0017950199988495553,0.04563379820449455,0.07567967881595543,0.0,0.0,-21.62745483082506,1.1272344463906951,-0.008052781911549161,0.0061467666636680525,-0.0045322620574952685,0.003741709376122353,0.007518811444840008,0.009558437173955997,0.005588832559511166,0.005716675433404173,0.0006548336281412478,0.0016593533457133073,-0.0016628456026252,0.0025197726694524995,0.004216314523774948,,46.907044247458344,4.404855697319181e-06,0.0018778807793289113
propylene_glycol_coulomb_wca_p02_t00,propylene_glycol,Propylene glycol-inspired,coulomb_wca,periodic,reference,1.0361,npt,180.0,1000.0,32,40,2.0,0.2425683931348118,0.028358705411228886,154.41176466763739,4.284850120014853,-1.9167452695772482,0.09158947961717884,0.7986124061808008,0.034693069261994995,0.48312595315951423,0.08275780915613719,0.2678308722230157,0.012351627435696894,0.15445193426161566,0.020968656167776042,0.09950218878032122,0.0015351192170060958,0.3947731510855061,0.027968017284316506,0.5180695530136092,0.0009263013461077245,0.18208938531840207,0.10339088205595685,0.0,0.0,-1.9167452695772482,0.09158947961717884,0.04267970230057535,0.006756216247819088,0.0008898538501085042,0.005618556630655129,-0.007340738916483848,0.0029891394338460333,-0.007330184225937444,0.005281609653460791,-0.0015358008737445298,0.0019772552167803014,-0.003438255122032369,0.002212283526961488,0.0024025304707243718,,7.610177284874339,1.22624839763153e-05,0.001089422213094454
