cos_theta_lower,cos_theta_upper,phi_lower_rad,phi_upper_rad,count,probability,relative_to_isotropic
-1.0,-0.8,-3.141592653589793,-2.748893571891069,11,0.005729166666666666,0.9166666666666666
-1.0,-0.8,-2.748893571891069,-2.356194490192345,14,0.007291666666666667,1.1666666666666667
-1.0,-0.8,-2.356194490192345,-1.9634954084936207,15,0.0078125,1.25
-1.0,-0.8,-1.9634954084936207,-1.5707963267948966,22,0.011458333333333333,1.8333333333333333
-1.0,-0.8,-1.5707963267948966,-1.1780972450961724,9,0.0046875,0.75
-1.0,-0.8,-1.1780972450961724,-0.7853981633974483,19,0.009895833333333333,1.5833333333333333
-1.0,-0.8,-0.7853981633974483,-0.39269908169872414,28,0.014583333333333334,2.3333333333333335
-1.0,-0.8,-0.39269908169872414,0.0,17,0.008854166666666666,1.4166666666666665
-1.0,-0.8,0.0,0.39269908169872414,17,0.008854166666666666,1.4166666666666665
-1.0,-0.8,0.39269908169872414,0.7853981633974483,13,0.0067708333333333336,1.0833333333333335
-1.0,-0.8,0.7853981633974483,1.178097245096172,12,0.00625,1.0
-1.0,-0.8,1.178097245096172,1.5707963267948966,6,0.003125,0.5
-1.0,-0.8,1.5707963267948966,1.9634954084936211,15,0.0078125,1.25
-1.0,-0.8,1.9634954084936211,2.356194490192345,18,0.009375,1.5
-1.0,-0.8,2.356194490192345,2.7488935718910685,12,0.00625,1.0
-1.0,-0.8,2.7488935718910685,3.141592653589793,5,0.0026041666666666665,0.41666666666666663
-0.8,-0.6,-3.141592653589793,-2.748893571891069,15,0.0078125,1.25
-0.8,-0.6,-2.748893571891069,-2.356194490192345,12,0.00625,1.0
-0.8,-0.6,-2.356194490192345,-1.9634954084936207,5,0.0026041666666666665,0.41666666666666663
-0.8,-0.6,-1.9634954084936207,-1.5707963267948966,8,0.004166666666666667,0.6666666666666666
-0.8,-0.6,-1.5707963267948966,-1.1780972450961724,16,0.008333333333333333,1.3333333333333333
-0.8,-0.6,-1.1780972450961724,-0.7853981633974483,25,0.013020833333333334,2.0833333333333335
-0.8,-0.6,-0.7853981633974483,-0.39269908169872414,21,0.0109375,1.75
-0.8,-0.6,-0.39269908169872414,0.0,23,0.011979166666666667,1.9166666666666667
-0.8,-0.6,0.0,0.39269908169872414,17,0.008854166666666666,1.4166666666666665
-0.8,-0.6,0.39269908169872414,0.7853981633974483,14,0.007291666666666667,1.1666666666666667
-0.8,-0.6,0.7853981633974483,1.178097245096172,12,0.00625,1.0
