Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Base Score,Stage Multiplier,Matchup,Late Match Divisor,Total Multiplier,Multiplier Adjusted Score,Accumulated_Sum,Multiplier Adjusted Accumulated Sum
Incineroar,Meta Knight,1,1,0,3,90,12.206,3.486,3.335,1.05,1.0,3.502,3.486,19.48,10.76
Incineroar,Palutena,2,1,0,2,56,12.502,2.68,4.665,1.0,1.0,4.665,2.68,31.982,13.44
Incineroar,Marth,3,1,0,4,161,24.46,4.08,5.995,1.0,1.0,5.995,4.08,56.442,17.52
King K Rool,Joker,1,1,0,3,35,13.94,3.8,3.335,1.1,1.0,3.669,3.8,20.911,10.771
King K Rool,Ken,2,1,0,1,0,9.33,2.0,4.665,1.0,1.0,4.665,2.0,30.241,12.771
King K Rool,Dark Pit,3,1,0,3,93,20.794,3.469,5.995,1.0,1.0,5.995,3.469,51.035,16.24
Dark Samus,Diddy Kong,1,1,0,3,9,13.168,3.949,3.335,1.0,1.0,3.335,3.949,19.836,10.617
Dark Samus,Cloud,2,1,0,1,67,7.167,1.617,4.665,0.95,1.0,4.432,1.617,27.003,12.234
Dark Samus,Mega Man,3,1,0,3,126,18.68,3.28,5.995,0.95,1.0,5.695,3.28,45.684,15.514
Dr Mario,Pokemon Trainer,1,1,0,3,44,12.501,3.749,3.335,1.0,1.0,3.335,3.749,18.866,10.114
Dr Mario,Lucas,2,1,0,2,39,13.603,2.777,4.665,1.05,1.0,4.898,2.777,32.47,12.891
Dr Mario,Jigglypuff,3,1,0,4,61,27.885,4.651,5.995,1.0,1.0,5.995,4.651,60.355,17.542
Lucina,Min Min,1,1,0,3,44,13.752,3.749,3.335,1.1,1.0,3.669,3.749,19.814,9.811
Lucina,Piranha Plant,2,1,0,3,148,14.715,3.154,4.665,1.0,1.0,4.665,3.154,34.528,12.965
Lucina,Ken,3,1,0,1,74,9.928,1.577,5.995,1.05,1.0,6.295,1.577,44.456,14.542
Duck Hunt,Wolf,1,1,0,3,129,11.426,3.263,3.335,1.05,1.0,3.502,3.263,17.184,9.021
Duck Hunt,Piranha Plant,2,1,0,4,137,17.706,4.217,4.665,0.9,1.0,4.199,4.217,34.889,13.238
Duck Hunt,Captain Falcon,3,1,0,2,50,17.899,2.714,5.995,1.1,1.0,6.595,2.714,52.789,15.952
Banjo & Kazooie,Diddy Kong,1,1,0,3,0,15.341,4.0,3.335,1.15,1.0,3.835,4.0,20.796,9.455
Banjo & Kazooie,Robin,2,1,0,3,97,15.271,3.446,4.665,0.95,1.0,4.432,3.446,36.067,12.901
Banjo & Kazooie,King Dedede,3,1,0,2,59,15.166,2.663,5.995,0.95,1.0,5.695,2.663,51.232,15.564
Banjo & Kazooie,Joker,4,1,0,1,108,0.38,1.383,1.0,1.1,4.0,0.275,1.383,51.612,16.946
Chrom,Incineroar,1,1,0,3,57,12.866,3.674,3.335,1.05,1.0,3.502,3.674,18.018,8.826
Chrom,Falco,2,1,0,2,46,13.407,2.737,4.665,1.05,1.0,4.898,2.737,31.426,11.563
Chrom,Lucario,3,1,0,4,120,24.571,4.314,5.995,0.95,1.0,5.695,4.314,55.997,15.878
Min Min,Rosalina & Luma,1,1,0,3,122,9.914,3.303,3.335,0.9,1.0,3.002,3.303,14.763,8.152
Min Min,Mewtwo,2,1,0,3,15,15.521,3.914,4.665,0.85,1.0,3.965,3.914,30.284,12.066
Min Min,Young Link,3,1,0,4,208,23.98,4.0,5.995,1.0,1.0,5.995,4.0,54.264,16.066
Mii Gunner,Ike,1,1,0,2,117,7.775,2.331,3.335,1.0,1.0,3.335,2.331,12.321,6.877
Mii Gunner,Terry,2,1,0,3,146,16.245,3.166,4.665,1.1,1.0,5.132,3.166,28.566,10.043
Mii Gunner,Sonic,3,1,0,3,63,20.731,3.64,5.995,0.95,1.0,5.695,3.64,49.297,13.683
Ice Climbers,Isabelle,1,1,0,3,103,11.377,3.411,3.335,1.0,1.0,3.335,3.411,15.62,7.654
Ice Climbers,Falco,2,1,0,2,3,12.524,2.983,4.665,0.9,1.0,4.199,2.983,28.144,10.637
Ice Climbers,Sheik,3,1,0,3,35,20.503,3.8,5.995,0.9,1.0,5.396,3.8,48.647,14.437
Bowser,Duck Hunt,1,1,0,3,42,11.286,3.76,3.335,0.9,1.0,3.002,3.76,15.226,7.7
Bowser,Sheik,2,1,0,3,63,16.981,3.64,4.665,1.0,1.0,4.665,3.64,32.206,11.34
Bowser,Piranha Plant,3,1,0,3,76,20.308,3.566,5.995,0.95,1.0,5.695,3.566,52.514,14.906
Donkey Kong,Joker,1,1,0,3,197,10.505,3.0,3.335,1.05,1.0,3.502,3.0,14.142,6.637
Donkey Kong,Terry,2,1,0,2,72,12.679,2.589,4.665,1.05,1.0,4.898,2.589,26.822,9.226
Donkey Kong,Snake,3,1,0,3,12,23.569,3.931,5.995,1.0,1.0,5.995,3.931,50.391,13.157
Young Link,Kazuya,1,0,1,-1,27,0.566,0.154,3.335,1.1,1.0,3.669,0.154,3.9,3.488
Yoshi,Yoshi,1,1,0,2,15,9.719,2.914,3.335,1.0,1.0,3.335,2.914,12.75,5.945
Yoshi,Jigglypuff,2,1,0,3,100,15.994,3.429,4.665,1.0,1.0,4.665,3.429,28.744,9.374
Yoshi,Donkey Kong,3,1,0,2,69,15.621,2.606,5.995,1.0,1.0,5.995,2.606,44.366,11.98
Terry,Villager,1,1,0,3,161,9.758,3.08,3.335,0.95,1.0,3.168,3.08,12.486,5.808
Terry,Sora,2,1,0,1,117,5.901,1.331,4.665,0.95,1.0,4.432,1.331,18.387,7.139
Terry,Kazuya,3,0,1,-1,61,2.194,0.349,5.995,1.05,1.0,6.295,0.349,20.581,7.488
Cloud,Mr Game & Watch,1,1,0,2,0,10.005,3.0,3.335,1.0,1.0,3.335,3.0,12.43,5.425
Cloud,Link,2,1,0,3,59,16.233,3.663,4.665,0.95,1.0,4.432,3.663,28.663,9.088
Cloud,Mewtwo,3,1,0,3,74,18.228,3.577,5.995,0.85,1.0,5.096,3.577,46.891,12.665
Olimar,Jigglypuff,1,1,0,4,121,12.214,4.309,3.335,0.85,1.0,2.835,4.309,14.336,6.431
Olimar,Dr Mario,2,1,0,3,96,14.491,3.451,4.665,0.9,1.0,4.199,3.451,28.827,9.882
Olimar,Sonic,3,1,0,4,56,26.654,4.68,5.995,0.95,1.0,5.695,4.68,55.48,14.562
Toon Link,Falco,1,1,0,2,102,8.464,2.417,3.335,1.05,1.0,3.502,2.417,10.282,4.235
Toon Link,Villager,2,1,0,3,99,15.22,3.434,4.665,0.95,1.0,4.432,3.434,25.502,7.669
Toon Link,Richter,3,1,0,2,24,15.447,2.863,5.995,0.9,1.0,5.396,2.863,40.949,10.532
Isabelle,Ice Climbers,1,1,0,2,75,8.576,2.571,3.335,1.0,1.0,3.335,2.571,10.091,4.086
Isabelle,Diddy Kong,2,1,0,3,69,16.821,3.606,4.665,1.0,1.0,4.665,3.606,26.911,7.692
Isabelle,Jigglypuff,3,1,0,3,76,20.308,3.566,5.995,0.95,1.0,5.695,3.566,47.219,11.258
Bowser Jr,Zelda,1,1,0,1,153,3.567,1.126,3.335,0.95,1.0,3.168,1.126,4.779,2.338
Bowser Jr,Diddy Kong,2,1,0,3,57,17.998,3.674,4.665,1.05,1.0,4.898,3.674,22.776,6.012
Bowser Jr,Jigglypuff,3,1,0,4,109,26.241,4.377,5.995,1.0,1.0,5.995,4.377,49.017,10.389
Mr Game & Watch,PacMan,1,1,0,2,0,9.505,3.0,3.335,0.95,1.0,3.168,3.0,10.414,3.909
Mr Game & Watch,King K Rool,2,1,0,1,79,6.14,1.549,4.665,0.85,1.0,3.965,1.549,16.554,5.458
Mr Game & Watch,Wario,3,1,0,2,33,16.855,2.811,5.995,1.0,1.0,5.995,2.811,33.409,8.269
Pokemon Trainer,Inkling,1,1,0,1,114,3.823,1.349,3.335,0.85,1.0,2.835,1.349,4.429,1.955
Pokemon Trainer,Robin,2,1,0,3,71,15.091,3.594,4.665,0.9,1.0,4.199,3.594,19.519,5.549
Pokemon Trainer,Falco,3,1,0,2,25,17.129,2.857,5.995,1.0,1.0,5.995,2.857,36.648,8.406
Dark Pit,Bayonetta,1,1,0,1,9,6.823,1.949,3.335,1.05,1.0,3.502,1.949,7.126,2.252
Dark Pit,Banjo & Kazooie,2,1,0,3,93,16.181,3.469,4.665,1.0,1.0,4.665,3.469,23.307,5.72
Dark Pit,Richter,3,1,0,2,66,15.724,2.623,5.995,1.0,1.0,5.995,2.623,39.031,8.343
Sora,Dark Pit,1,1,0,2,13,10.245,2.926,3.335,1.05,1.0,3.502,2.926,10.245,2.926
Sora,Hero,2,1,0,1,0,8.864,2.0,4.665,0.95,1.0,4.432,2.0,19.109,4.926
Sora,Sephiroth,3,1,0,1,0,11.99,2.0,5.995,1.0,1.0,5.995,2.0,31.099,6.926
