Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Base Score,Stage Multiplier,Matchup,Late Match Divisor,Total Multiplier,Multiplier Adjusted Score,Accumulated_Sum,Multiplier Adjusted Accumulated Sum
Bowser Jr,Snake,1,1,0,3,122,6.22,3.512,1.61,1.1,1.0,1.771,3.512,43.755,27.961
Bowser Jr,Dark Samus,2,1,0,1,168,2.671,1.328,2.235,0.9,1.0,2.012,1.328,46.426,29.289
Bowser Jr,Fox,3,1,0,2,121,7.915,2.516,2.86,1.1,1.0,3.146,2.516,54.341,31.805
Bowser Jr,Incineroar,4,1,0,2,135,0.584,2.46,1.0,0.95,4.0,0.237,2.46,54.926,34.265
Sephiroth,Olimar,1,1,0,2,42,4.56,2.832,1.61,1.0,1.0,1.61,2.832,41.551,32.556
Sephiroth,Piranha Plant,2,1,0,1,30,3.782,1.88,2.235,0.9,1.0,2.012,1.88,45.332,34.436
Sephiroth,Snake,3,1,0,2,91,7.916,2.636,2.86,1.05,1.0,3.003,2.636,53.248,37.072
Ice Climbers,Rosalina & Luma,1,1,0,2,96,4.212,2.616,1.61,1.0,1.0,1.61,2.616,39.952,29.255
Ice Climbers,Lucas,2,1,0,2,10,6.285,2.96,2.235,0.95,1.0,2.123,2.96,46.237,32.215
Ice Climbers,Olimar,3,1,0,2,23,8.733,2.908,2.86,1.05,1.0,3.003,2.908,54.969,35.123
Zelda,King Dedede,1,1,0,2,50,4.508,2.8,1.61,1.0,1.0,1.61,2.8,39.129,26.555
Zelda,Cloud,2,1,0,2,54,6.844,2.784,2.235,1.1,1.0,2.459,2.784,45.973,29.339
Zelda,Zero Suit Samus,3,1,0,2,59,7.905,2.764,2.86,1.0,1.0,2.86,2.764,53.879,32.103
Lucas,Meta Knight,1,1,0,3,126,5.629,3.496,1.61,1.0,1.0,1.61,3.496,39.971,27.089
Lucas,Robin,2,1,0,2,50,5.945,2.8,2.235,0.95,1.0,2.123,2.8,45.916,29.889
Lucas,Ness,3,1,0,3,82,11.027,3.672,2.86,1.05,1.0,3.003,3.672,56.943,33.561
Lucas,Banjo & Kazooie,4,1,0,2,63,0.687,2.748,1.0,1.0,4.0,0.25,2.748,57.63,36.309
