Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Base Score,Stage Multiplier,Matchup,Late Match Divisor,Total Multiplier,Multiplier Adjusted Score,Accumulated_Sum,Multiplier Adjusted Accumulated Sum
Bowser,Banjo & Kazooie,1,1,0,1,31,2.718,1.876,1.61,0.9,1.0,1.449,1.876,36.586,26.895
Bowser,Wolf,2,1,0,2,76,6.327,2.696,2.235,1.05,1.0,2.347,2.696,42.913,29.591
Bowser,Yoshi,3,1,0,3,119,10.079,3.524,2.86,1.0,1.0,2.86,3.524,52.992,33.115
Dark Pit,Palutena,1,1,0,1,22,3.078,1.912,1.61,1.0,1.0,1.61,1.912,36.675,26.891
Dark Pit,King Dedede,2,1,0,1,46,4.059,1.816,2.235,1.0,1.0,2.235,1.816,40.734,28.707
Dark Pit,King K Rool,3,1,0,2,31,8.225,2.876,2.86,1.0,1.0,2.86,2.876,48.959,31.583
Ridley,Bowser Jr,1,1,0,3,31,7.176,3.876,1.61,1.15,1.0,1.851,3.876,40.58,26.412
Ridley,Corrin,2,1,0,2,156,5.045,2.376,2.235,0.95,1.0,2.123,2.376,45.625,28.788
Ridley,Simon,3,1,0,3,188,10.218,3.248,2.86,1.1,1.0,3.146,3.248,55.843,32.036
Young Link,Richter,1,1,0,2,0,4.83,3.0,1.61,1.0,1.0,1.61,3.0,38.225,28.207
Young Link,Greninja,2,1,0,3,123,7.84,3.508,2.235,1.0,1.0,2.235,3.508,46.065,31.715
Young Link,Pit,3,1,0,2,52,7.586,2.792,2.86,0.95,1.0,2.717,2.792,53.651,34.507
Greninja,Isabelle,1,1,0,2,45,4.313,2.82,1.61,0.95,1.0,1.53,2.82,37.615,25.974
Greninja,Lucina,2,1,0,2,53,5.92,2.788,2.235,0.95,1.0,2.123,2.788,43.535,28.762
Greninja,Ice Climbers,3,1,0,1,0,5.148,2.0,2.86,0.9,1.0,2.574,2.0,48.683,30.762
Kirby,Dr Mario,1,1,0,1,48,2.911,1.808,1.61,1.0,1.0,1.61,1.808,36.208,26.874
Kirby,Ike,2,1,0,2,85,5.945,2.66,2.235,1.0,1.0,2.235,2.66,42.153,29.534
Kirby,Ridley,3,1,0,3,182,8.89,3.272,2.86,0.95,1.0,2.717,3.272,51.043,32.806
Kirby,Roy,4,1,0,1,105,0.395,1.58,1.0,1.0,4.0,0.25,1.58,51.438,34.386
Banjo & Kazooie,Incineroar,1,1,0,2,27,4.423,2.892,1.61,0.95,1.0,1.53,2.892,37.646,27.519
Banjo & Kazooie,Mewtwo,2,1,0,3,112,8.336,3.552,2.235,1.05,1.0,2.347,3.552,45.982,31.071
Banjo & Kazooie,Wario,3,1,0,2,0,9.867,3.0,2.86,1.15,1.0,3.289,3.0,55.849,34.071
King Dedede,Min Min,1,0,1,-1,76,0.563,0.304,1.61,1.15,1.0,1.851,0.304,33.506,22.669
Wolf,Sora,1,1,0,1,0,3.059,2.0,1.61,0.95,1.0,1.53,2.0,35.969,28.07
Wolf,Snake,2,1,0,2,95,5.856,2.62,2.235,1.0,1.0,2.235,2.62,41.825,30.69
Wolf,Captain Falcon,3,1,0,1,63,4.999,1.748,2.86,1.0,1.0,2.86,1.748,46.824,32.438
Wolf,Dark Samus,4,1,0,1,65,0.435,1.74,1.0,1.0,4.0,0.25,1.74,47.259,34.178
Pit,Corrin,1,1,0,1,0,3.059,2.0,1.61,0.95,1.0,1.53,2.0,35.828,23.85
Pit,Lucina,2,1,0,1,133,3.281,1.468,2.235,1.0,1.0,2.235,1.468,39.109,25.318
Pit,King K Rool,3,1,0,1,26,5.423,1.896,2.86,1.0,1.0,2.86,1.896,44.532,27.214
Chrom,Diddy Kong,1,1,0,3,144,6.064,3.424,1.61,1.1,1.0,1.771,3.424,38.615,25.242
Chrom,Mewtwo,2,1,0,3,119,8.664,3.524,2.235,1.1,1.0,2.459,3.524,47.279,28.766
Chrom,Mario,3,1,0,2,118,7.23,2.528,2.86,1.0,1.0,2.86,2.528,54.509,31.294
Terry,Palutena,1,1,0,3,85,6.187,3.66,1.61,1.05,1.0,1.691,3.66,38.446,28.563
Terry,Ice Climbers,2,1,0,2,120,5.632,2.52,2.235,1.0,1.0,2.235,2.52,44.078,31.083
Terry,Pyra & Mythra ,3,1,0,1,85,4.748,1.66,2.86,1.0,1.0,2.86,1.66,48.826,32.743
Terry,Kazuya,4,1,0,2,176,0.603,2.296,1.0,1.05,4.0,0.263,2.296,49.429,35.039
Link,Terry,1,1,0,1,0,3.542,2.0,1.61,1.1,1.0,1.771,2.0,35.699,23.278
Link,Kazuya,2,0,1,-1,104,1.069,0.416,2.235,1.15,1.0,2.57,0.416,36.768,23.694
Roy,Sephiroth,1,0,1,-1,122,0.786,0.488,1.61,1.0,1.0,1.61,0.488,32.446,26.82
Min Min,Inkling,1,1,0,2,51,4.502,2.796,1.61,1.0,1.0,1.61,2.796,35.976,26.454
Min Min,Peach,2,1,0,3,56,8.017,3.776,2.235,0.95,1.0,2.123,3.776,43.993,30.23
Min Min,Samus,3,1,0,1,10,5.045,1.96,2.86,0.9,1.0,2.574,1.96,49.038,32.19
Cloud,Corrin,1,1,0,2,42,4.56,2.832,1.61,1.0,1.0,1.61,2.832,35.734,24.21
Cloud,Roy,2,1,0,2,35,6.392,2.86,2.235,1.0,1.0,2.235,2.86,42.126,27.07
Cloud,Villager,3,1,0,1,55,4.582,1.78,2.86,0.9,1.0,2.574,1.78,46.707,28.85
Donkey Kong,Mario,1,1,0,3,153,6.0,3.388,1.61,1.1,1.0,1.771,3.388,37.104,26.064
Donkey Kong,Sephiroth,2,1,0,2,102,5.793,2.592,2.235,1.0,1.0,2.235,2.592,42.897,28.656
Donkey Kong,Bowser Jr,3,1,0,1,20,5.766,1.92,2.86,1.05,1.0,3.003,1.92,48.663,30.576
Sora,Lucas,1,1,0,2,91,3.82,2.636,1.61,0.9,1.0,1.449,2.636,34.821,26.193
Sora,Duck Hunt,2,1,0,2,75,6.035,2.7,2.235,1.0,1.0,2.235,2.7,40.855,28.893
Sora,Steve,3,1,0,2,99,7.82,2.604,2.86,1.05,1.0,3.003,2.604,48.675,31.497
Yoshi,Terry,1,1,0,1,109,2.266,1.564,1.61,0.9,1.0,1.449,1.564,33.153,23.725
Yoshi,Lucario,2,1,0,2,32,5.777,2.872,2.235,0.9,1.0,2.012,2.872,38.93,26.597
Yoshi,Ken,3,1,0,3,146,9.281,3.416,2.86,0.95,1.0,2.717,3.416,48.212,30.013
Dark Samus,Fox,1,1,0,1,10,3.156,1.96,1.61,1.0,1.0,1.61,1.96,33.679,24.212
Dark Samus,Corrin,2,1,0,2,0,6.37,3.0,2.235,0.95,1.0,2.123,3.0,40.048,27.212
Dark Samus,Palutena,3,1,0,2,0,8.58,3.0,2.86,1.0,1.0,2.86,3.0,48.628,30.212
Olimar,Chrom,1,1,0,2,108,3.721,2.568,1.61,0.9,1.0,1.449,2.568,34.214,25.209
Olimar,Simon,2,1,0,2,55,6.213,2.78,2.235,1.0,1.0,2.235,2.78,40.427,27.989
Olimar,Corrin,3,1,0,1,103,4.315,1.588,2.86,0.95,1.0,2.717,1.588,44.742,29.577
Ganondorf,Sephiroth,1,1,0,1,121,2.563,1.516,1.61,1.05,1.0,1.691,1.516,33.005,25.341
Ganondorf,Pikachu,2,1,0,2,225,4.928,2.1,2.235,1.05,1.0,2.347,2.1,37.933,27.441
Ganondorf,Little Mac,3,1,0,3,121,9.553,3.516,2.86,0.95,1.0,2.717,3.516,47.486,30.957
Little Mac,Samus,1,1,0,1,5,3.188,1.98,1.61,1.0,1.0,1.61,1.98,33.342,20.987
Little Mac,Simon,2,1,0,1,56,4.168,1.776,2.235,1.05,1.0,2.347,1.776,37.51,22.763
Little Mac,Incineroar,3,1,0,1,52,5.638,1.792,2.86,1.1,1.0,3.146,1.792,43.147,24.555
Robin,Bowser Jr,1,1,0,2,144,3.512,2.424,1.61,0.9,1.0,1.449,2.424,32.854,25.222
Robin,Pikachu,2,1,0,2,58,5.877,2.768,2.235,0.95,1.0,2.123,2.768,38.732,27.99
Robin,Dr Mario,3,1,0,1,101,4.565,1.596,2.86,1.0,1.0,2.86,1.596,43.296,29.586
Mewtwo,King Dedede,1,1,0,1,40,3.111,1.84,1.61,1.05,1.0,1.691,1.84,32.418,23.016
Mewtwo,Dark Pit,2,0,1,-1,106,0.948,0.424,2.235,1.0,1.0,2.235,0.424,33.365,23.44
Shulk,Byleth,1,0,1,-2,57,-1.305,-0.772,1.61,1.05,1.0,1.691,-0.772,27.912,22.942
Ike,Bayonetta,1,1,0,2,9,5.249,2.964,1.61,1.1,1.0,1.771,2.964,34.319,25.676
Ike,Wario,2,1,0,1,0,4.694,2.0,2.235,1.05,1.0,2.347,2.0,39.013,27.676
Ike,Steve,3,1,0,3,142,10.797,3.432,2.86,1.1,1.0,3.146,3.432,49.81,31.108
Mii Brawler,Donkey Kong,1,1,0,3,138,5.551,3.448,1.61,1.0,1.0,1.61,3.448,34.315,23.142
Mii Brawler,Terry,2,1,0,1,88,3.867,1.648,2.235,1.05,1.0,2.347,1.648,38.183,24.79
Mii Brawler,Lucina,3,1,0,2,92,7.151,2.632,2.86,0.95,1.0,2.717,2.632,45.334,27.422
Mii Brawler,Inkling,4,1,0,2,192,0.53,2.232,1.0,0.95,4.0,0.237,2.232,45.864,29.654
PacMan,Chrom,1,0,1,-1,101,0.618,0.404,1.61,0.95,1.0,1.53,0.404,29.289,20.684
Inkling,Peach,1,0,1,-1,120,0.811,0.48,1.61,1.05,1.0,1.691,0.48,29.278,21.918
Piranha Plant,Fox,1,1,0,2,116,4.491,2.536,1.61,1.1,1.0,1.771,2.536,32.586,22.42
Piranha Plant,Pikachu,2,1,0,3,165,7.838,3.34,2.235,1.05,1.0,2.347,3.34,40.424,25.76
Piranha Plant,Falco,3,1,0,2,136,7.375,2.456,2.86,1.05,1.0,3.003,2.456,47.8,28.216
Piranha Plant,Sora,4,1,0,2,134,0.678,2.464,1.0,1.1,4.0,0.275,2.464,48.477,30.68
Corrin,Zero Suit Samus,1,1,0,1,0,3.381,2.0,1.61,1.05,1.0,1.691,2.0,30.957,22.402
Corrin,Meta Knight,2,1,0,3,142,8.438,3.432,2.235,1.1,1.0,2.459,3.432,39.395,25.834
Corrin,Greninja,3,1,0,2,16,8.817,2.936,2.86,1.05,1.0,3.003,2.936,48.211,28.77
Hero,Kirby,1,1,0,1,0,3.381,2.0,1.61,1.05,1.0,1.691,2.0,30.757,23.463
Hero,Dark Samus,2,1,0,3,116,8.298,3.536,2.235,1.05,1.0,2.347,3.536,39.055,26.999
Hero,Bowser Jr,3,1,0,3,71,9.565,3.716,2.86,0.9,1.0,2.574,3.716,48.62,30.715
Incineroar,ROB,1,1,0,2,61,4.881,2.756,1.61,1.1,1.0,1.771,2.756,32.191,21.306
Incineroar,King Dedede,2,1,0,2,0,7.711,3.0,2.235,1.15,1.0,2.57,3.0,39.902,24.306
Incineroar,Mega Man,3,1,0,2,83,7.63,2.668,2.86,1.0,1.0,2.86,2.668,47.532,26.974
Simon,Sonic,1,1,0,2,0,4.83,3.0,1.61,1.0,1.0,1.61,3.0,32.059,22.291
Simon,Ridley,2,1,0,2,19,5.882,2.924,2.235,0.9,1.0,2.012,2.924,37.941,25.215
Simon,Ken,3,1,0,1,74,5.117,1.704,2.86,1.05,1.0,3.003,1.704,43.058,26.919
Mii Gunner,Sephiroth,1,1,0,2,26,4.663,2.896,1.61,1.0,1.0,1.61,2.896,31.801,22.062
Mii Gunner,Min Min,2,1,0,3,125,8.605,3.5,2.235,1.1,1.0,2.459,3.5,40.405,25.562
Mii Gunner,Meta Knight,3,1,0,2,0,9.438,3.0,2.86,1.1,1.0,3.146,3.0,49.843,28.562
King K Rool,Duck Hunt,1,1,0,2,81,4.093,2.676,1.61,0.95,1.0,1.53,2.676,31.015,20.134
King K Rool,Fox,2,1,0,1,71,4.411,1.716,2.235,1.15,1.0,2.57,1.716,35.425,21.85
King K Rool,Dr Mario,3,1,0,2,0,8.58,3.0,2.86,1.0,1.0,2.86,3.0,44.005,24.85
Luigi,Falco,1,1,0,2,32,4.624,2.872,1.61,1.0,1.0,1.61,2.872,31.224,22.434
Luigi,Joker,2,1,0,1,102,3.736,1.592,2.235,1.05,1.0,2.347,1.592,34.96,24.026
Luigi,Ike,3,1,0,3,100,9.781,3.6,2.86,0.95,1.0,2.717,3.6,44.741,27.626
Pokemon Trainer,Min Min,1,1,0,2,173,4.087,2.308,1.61,1.1,1.0,1.771,2.308,29.87,19.55
Pokemon Trainer,Daisy,2,1,0,2,234,4.613,2.064,2.235,1.0,1.0,2.235,2.064,34.484,21.614
Pokemon Trainer,Banjo & Kazooie,3,1,0,2,49,6.817,2.804,2.86,0.85,1.0,2.431,2.804,41.3,24.418
Duck Hunt,Shulk,1,1,0,1,30,3.329,1.88,1.61,1.1,1.0,1.771,1.88,28.531,20.292
Duck Hunt,Ken,2,1,0,2,70,6.991,2.72,2.235,1.15,1.0,2.57,2.72,35.523,23.012
Duck Hunt,Palutena,3,1,0,2,28,9.086,2.888,2.86,1.1,1.0,3.146,2.888,44.608,25.9
Mr Game & Watch,Richter,1,1,0,2,68,4.392,2.728,1.61,1.0,1.0,1.61,2.728,29.2,21.199
Mr Game & Watch,Dark Samus,2,1,0,2,105,5.766,2.58,2.235,1.0,1.0,2.235,2.58,34.966,23.779
Mr Game & Watch,Ganondorf,3,1,0,2,35,7.362,2.86,2.86,0.9,1.0,2.574,2.86,42.328,26.639
Diddy Kong,Cloud,1,1,0,2,110,4.122,2.56,1.61,1.0,1.0,1.61,2.56,28.641,14.286
Diddy Kong,Rosalina & Luma,2,1,0,2,74,6.043,2.704,2.235,1.0,1.0,2.235,2.704,34.684,16.99
Diddy Kong,Hero,3,1,0,1,48,5.171,1.808,2.86,1.0,1.0,2.86,1.808,39.855,18.798
Pyra & Mythra,Bowser Jr,1,1,0,2,6,4.552,2.976,1.61,0.95,1.0,1.53,2.976,28.383,15.013
Pyra & Mythra,Little Mac,2,1,0,2,40,5.395,2.84,2.235,0.85,1.0,1.9,2.84,33.778,17.853
Pyra & Mythra,Ice Climbers,3,1,0,2,58,7.521,2.768,2.86,0.95,1.0,2.717,2.768,41.299,20.621
Lucina,Byleth,1,1,0,2,57,4.909,2.772,1.61,1.1,1.0,1.771,2.772,28.698,19.15
Lucina,Ice Climbers ,2,1,0,2,53,6.231,2.788,2.235,1.0,1.0,2.235,2.788,34.929,21.938
Lucina,Pikachu,3,1,0,2,65,7.836,2.74,2.86,1.0,1.0,2.86,2.74,42.766,24.678
Meta Knight,Rosalina & Luma,1,1,0,1,17,2.955,1.932,1.61,0.95,1.0,1.53,1.932,26.378,16.592
Meta Knight,Little Mac,2,1,0,1,15,4.119,1.94,2.235,0.95,1.0,2.123,1.94,30.497,18.532
Meta Knight,Jigglypuff,3,1,0,2,81,8.419,2.676,2.86,1.1,1.0,3.146,2.676,38.916,21.208
Richter,Marth,1,1,0,1,7,3.175,1.972,1.61,1.0,1.0,1.61,1.972,26.179,17.253
Richter,Mega Man,2,1,0,1,102,3.38,1.592,2.235,0.95,1.0,2.123,1.592,29.559,18.845
Richter,Falco,3,1,0,1,16,6.091,1.936,2.86,1.1,1.0,3.146,1.936,35.65,20.781
Isabelle,King K Rool,1,1,0,1,22,3.232,1.912,1.61,1.05,1.0,1.691,1.912,25.763,18.538
Isabelle,Inkling,2,1,0,2,130,6.097,2.48,2.235,1.1,1.0,2.459,2.48,31.86,21.018
Isabelle,Robin,3,1,0,2,105,7.01,2.58,2.86,0.95,1.0,2.717,2.58,38.87,23.598
Toon Link,Falco,1,1,0,2,88,4.476,2.648,1.61,1.05,1.0,1.691,2.648,26.93,17.444
Toon Link,Ness,2,1,0,1,15,4.553,1.94,2.235,1.05,1.0,2.347,1.94,31.483,19.384
Toon Link,Mewtwo,3,1,0,2,36,7.76,2.856,2.86,0.95,1.0,2.717,2.856,39.243,22.24
Toon Link,Robin,4,1,0,2,63,0.653,2.748,1.0,0.95,4.0,0.237,2.748,39.896,24.988
Ryu,Sora,1,0,1,-2,145,-0.642,-0.42,1.61,0.95,1.0,1.53,-0.42,21.301,13.436
Mii Swordfighter,Pichu,1,1,0,2,46,4.987,2.816,1.61,1.1,1.0,1.771,2.816,26.835,16.765
Mii Swordfighter,Dark Pit,2,1,0,1,30,4.202,1.88,2.235,1.0,1.0,2.235,1.88,31.037,18.645
Mii Swordfighter,Incineroar,3,0,1,-1,120,1.373,0.48,2.86,1.0,1.0,2.86,0.48,32.41,19.125
Wario,Kazuya,1,1,0,1,86,2.799,1.656,1.61,1.05,1.0,1.691,1.656,24.588,15.094
Wario,Olimar,2,1,0,1,59,3.943,1.764,2.235,1.0,1.0,2.235,1.764,28.531,16.858
Wario,Ken,3,1,0,1,102,4.781,1.592,2.86,1.05,1.0,3.003,1.592,33.312,18.45
