Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Base Score,Stage Multiplier,Matchup,Late Match Divisor,Total Multiplier,Multiplier Adjusted Score,Accumulated_Sum,Multiplier Adjusted Accumulated Sum
Banjo & Kazooie,Daisy,1,1,0,3,52,19.168,3.74,5.0,1.025,1.0,5.125,3.74,23.282,7.855
Banjo & Kazooie,Dark Samus,2,1,0,2,48,19.32,2.76,7.0,1.0,1.0,7.0,2.76,42.602,10.615
Banjo & Kazooie,Yoshi,3,1,0,3,60,34.965,3.7,9.0,1.05,1.0,9.45,3.7,77.567,14.315
Banjo & Kazooie,Mewtwo,4,1,0,3,94,0.905,3.53,1.0,1.025,4.0,0.256,3.53,78.472,17.845
King K Rool,Pikachu,1,1,0,2,19,14.162,2.905,5.0,0.975,1.0,4.875,2.905,17.96,6.703
King K Rool,Terry,2,1,0,2,60,17.955,2.7,7.0,0.95,1.0,6.65,2.7,35.915,9.403
King K Rool,Zelda,3,1,0,3,88,32.841,3.56,9.0,1.025,1.0,9.225,3.56,68.756,12.963
King K Rool,Wario,4,1,0,3,78,0.97,3.61,1.0,1.075,4.0,0.269,3.61,69.726,16.573
Lucas,Link,1,1,0,4,113,22.729,4.435,5.0,1.025,1.0,5.125,4.435,26.211,7.917
Lucas,Banjo & Kazooie,2,1,0,3,86,24.99,3.57,7.0,1.0,1.0,7.0,3.57,51.201,11.487
Lucas,Mega Man,3,1,0,3,72,32.76,3.64,9.0,1.0,1.0,9.0,3.64,83.961,15.127
Donkey Kong,Rosalina & Luma,1,1,0,2,51,13.725,2.745,5.0,1.0,1.0,5.0,2.745,16.89,5.91
Donkey Kong,Little Mac,2,1,0,1,23,12.535,1.885,7.0,0.95,1.0,6.65,1.885,29.425,7.795
Donkey Kong,Zelda,3,1,0,2,0,26.325,3.0,9.0,0.975,1.0,8.775,3.0,55.75,10.795
Donkey Kong,Toon Link,4,1,0,2,0,0.731,3.0,1.0,0.975,4.0,0.244,3.0,56.482,13.795
Mii Gunner,Villager,1,1,0,2,24,14.76,2.88,5.0,1.025,1.0,5.125,2.88,17.609,5.729
Mii Gunner,Sonic,2,1,0,3,101,23.853,3.495,7.0,0.975,1.0,6.825,3.495,41.462,9.224
Mii Gunner,Duck Hunt,3,1,0,2,0,27.0,3.0,9.0,1.0,1.0,9.0,3.0,68.462,12.224
Bowser Jr,Incineroar,1,1,0,2,75,12.797,2.625,5.0,0.975,1.0,4.875,2.625,15.329,5.157
Bowser Jr,Sheik,2,1,0,3,40,25.935,3.8,7.0,0.975,1.0,6.825,3.8,41.264,8.957
Bowser Jr,Byleth,3,1,0,3,0,36.0,4.0,9.0,1.0,1.0,9.0,4.0,77.264,12.957
Ice Climbers,Joker,1,1,0,3,58,19.477,3.71,5.0,1.05,1.0,5.25,3.71,21.694,5.926
Ice Climbers,Daisy,2,1,0,3,164,22.816,3.18,7.0,1.025,1.0,7.175,3.18,44.51,9.106
Ice Climbers,Zero Suit Samus,3,1,0,2,17,26.235,2.915,9.0,1.0,1.0,9.0,2.915,70.745,12.021
Ice Climbers,Byleth,4,1,0,2,164,0.545,2.18,1.0,1.0,4.0,0.25,2.18,71.29,14.201
Isabelle,Inkling,1,0,1,-1,136,3.57,0.68,5.0,1.05,1.0,5.25,0.68,5.469,2.579
Lucina,Pyra & Mythra,1,1,0,3,110,16.819,3.45,5.0,0.975,1.0,4.875,3.45,18.402,5.033
Lucina,Pikachu,2,1,0,3,165,22.225,3.175,7.0,1.0,1.0,7.0,3.175,40.627,8.208
Lucina,Byleth,3,0,1,-1,56,2.646,0.28,9.0,1.05,1.0,9.45,0.28,43.273,8.488
Dark Pit,Donkey Kong,1,1,0,1,68,8.3,1.66,5.0,1.0,1.0,5.0,1.66,9.566,2.926
Dark Pit,Lucas,2,1,0,3,112,24.08,3.44,7.0,1.0,1.0,7.0,3.44,33.646,6.366
Dark Pit,Terry,3,1,0,2,77,23.535,2.615,9.0,1.0,1.0,9.0,2.615,57.181,8.981
Byleth,Ness,1,1,0,3,64,18.86,3.68,5.0,1.025,1.0,5.125,3.68,19.81,4.63
Byleth,Captain Falcon,2,0,1,-1,84,3.013,0.42,7.0,1.025,1.0,7.175,0.42,22.823,5.05
Sora,Hero,1,1,0,1,27,9.092,1.865,5.0,0.975,1.0,4.875,1.865,9.725,2.498
Sora,Shulk,2,1,0,3,7,27.061,3.965,7.0,0.975,1.0,6.825,3.965,36.786,6.463
Sora,Mr Game & Watch,3,1,0,2,39,25.245,2.805,9.0,1.0,1.0,9.0,2.805,62.031,9.268
Simon,Sephiroth,1,1,0,1,0,9.5,2.0,5.0,0.95,1.0,4.75,2.0,9.817,2.317
Simon,Olimar,2,1,0,2,13,20.545,2.935,7.0,1.0,1.0,7.0,2.935,30.362,5.252
Simon,Daisy,3,1,0,4,119,38.654,4.405,9.0,0.975,1.0,8.775,4.405,69.016,9.657
Young Link,Meta Knight,1,1,0,3,34,19.15,3.83,5.0,1.0,1.0,5.0,3.83,19.15,3.83
Young Link,Wario,2,1,0,2,0,21.0,3.0,7.0,1.0,1.0,7.0,3.0,40.15,6.83
Young Link,Yoshi,3,1,0,2,156,19.98,2.22,9.0,1.0,1.0,9.0,2.22,60.13,9.05
