Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Base Score,Stage Multiplier,Matchup,Late Match Divisor,Total Multiplier,Multiplier Adjusted Score,Accumulated_Sum,Multiplier Adjusted Accumulated Sum
Toon Link,Diddy Kong,1,1,0,2,92,4.145,2.632,1.5,1.05,1.0,1.575,2.632,20.082,15.272
Toon Link,Mewtwo,2,1,0,2,122,5.071,2.512,2.125,0.95,1.0,2.019,2.512,25.154,17.784
Toon Link,Mega Man,3,1,0,2,44,7.766,2.824,2.75,1.0,1.0,2.75,2.824,32.919,20.608
Richter,Captain Falcon,1,1,0,2,80,3.819,2.68,1.5,0.95,1.0,1.425,2.68,19.013,13.912
Richter,King K Rool,2,1,0,2,15,6.247,2.94,2.125,1.0,1.0,2.125,2.94,25.261,16.852
Richter,Zelda,3,1,0,2,80,8.107,2.68,2.75,1.1,1.0,3.025,2.68,33.367,19.532
Richter,Piranha Plant,4,1,0,1,41,0.459,1.836,1.0,1.0,4.0,0.25,1.836,33.827,21.368
Sonic,Toon Link,1,1,0,3,144,4.622,3.424,1.5,0.9,1.0,1.35,3.424,19.139,16.645
Sonic,Yoshi,2,1,0,1,90,3.311,1.64,2.125,0.95,1.0,2.019,1.64,22.45,18.285
Sonic,Link,3,1,0,1,17,5.047,1.932,2.75,0.95,1.0,2.612,1.932,27.497,20.217
Sonic,Sora,4,1,0,2,24,0.726,2.904,1.0,1.0,4.0,0.25,2.904,28.223,23.121
Mario,Ness,1,1,0,1,14,2.77,1.944,1.5,0.95,1.0,1.425,1.944,17.217,15.366
Mario,King K Rool,2,1,0,1,15,3.504,1.94,2.125,0.85,1.0,1.806,1.94,20.721,17.306
Mario,Sheik,3,1,0,2,106,6.376,2.576,2.75,0.9,1.0,2.475,2.576,27.097,19.882
Samus,Donkey Kong,1,1,0,1,21,2.874,1.916,1.5,1.0,1.0,1.5,1.916,17.279,13.62
Samus,Sora,2,0,1,-1,41,0.349,0.164,2.125,1.0,1.0,2.125,0.164,17.628,13.784
Wario,Wii Fit Trainer,1,1,0,2,88,3.773,2.648,1.5,0.95,1.0,1.425,2.648,18.147,13.416
Wario,PacMan,2,1,0,1,31,3.986,1.876,2.125,1.0,1.0,2.125,1.876,22.134,15.292
Wario,Ice Climbers,3,1,0,3,199,9.692,3.204,2.75,1.1,1.0,3.025,3.204,31.826,18.496
Villager,Zelda,1,0,1,-1,40,0.24,0.16,1.5,1.0,1.0,1.5,0.16,14.572,11.33
Ryu,Mega Man,1,1,0,3,159,5.046,3.364,1.5,1.0,1.0,1.5,3.364,17.58,13.348
Ryu,Dark Samus,2,1,0,2,17,6.231,2.932,2.125,1.0,1.0,2.125,2.932,23.81,16.28
Ryu,Sheik,3,1,0,2,34,8.27,2.864,2.75,1.05,1.0,2.888,2.864,32.08,19.144
Mii Swordfighter,Mega Man,1,1,0,3,155,5.577,3.38,1.5,1.1,1.0,1.65,3.38,15.466,10.688
Mii Swordfighter,Bayonetta,2,1,0,3,101,8.406,3.596,2.125,1.1,1.0,2.338,3.596,23.872,14.284
Mii Swordfighter,Little Mac,3,1,0,2,146,7.308,2.416,2.75,1.1,1.0,3.025,2.416,31.18,16.7
Mii Swordfighter,Wii Fit Trainer,4,1,0,2,103,0.744,2.588,1.0,1.15,4.0,0.287,2.588,31.924,19.288
Sheik,Simon,1,0,1,-2,43,-1.18,-0.828,1.5,0.95,1.0,1.425,-0.828,8.711,6.883
Bayonetta,Sora,1,1,0,1,15,2.619,1.94,1.5,0.9,1.0,1.35,1.94,12.279,8.946
Bayonetta,Roy,2,1,0,1,29,4.003,1.884,2.125,1.0,1.0,2.125,1.884,16.282,10.83
Bayonetta,Jigglypuff,3,0,1,-1,87,0.909,0.348,2.75,0.95,1.0,2.612,0.348,17.192,11.178
Captain Falcon,Min Min,1,1,0,2,66,4.104,2.736,1.5,1.0,1.0,1.5,2.736,13.758,10.143
Captain Falcon,Corrin,2,1,0,2,100,6.078,2.6,2.125,1.1,1.0,2.338,2.6,19.835,12.743
Captain Falcon,Kirby,3,1,0,1,0,5.775,2.0,2.75,1.05,1.0,2.888,2.0,25.611,14.743
Byleth,King Dedede,1,1,0,2,124,3.568,2.504,1.5,0.95,1.0,1.425,2.504,12.911,9.767
Byleth,Chrom,2,1,0,1,15,3.71,1.94,2.125,0.9,1.0,1.913,1.94,16.621,11.707
Byleth,Daisy,3,1,0,2,88,7.282,2.648,2.75,1.0,1.0,2.75,2.648,23.903,14.355
Byleth,Ike,4,1,0,2,41,0.744,2.836,1.0,1.05,4.0,0.263,2.836,24.648,17.191
Pichu,Steve,1,1,0,2,151,3.953,2.396,1.5,1.1,1.0,1.65,2.396,13.1,10.136
Pichu,Yoshi,2,1,0,1,3,4.647,1.988,2.125,1.1,1.0,2.338,1.988,17.747,12.124
Pichu,Donkey Kong,3,1,0,1,104,4.356,1.584,2.75,1.0,1.0,2.75,1.584,22.103,13.708
Pichu,Jigglypuff,3,1,0,2,48,8.108,2.808,2.75,1.05,1.0,2.888,2.808,30.211,16.516
Peach,Donkey Kong,1,1,0,1,85,2.615,1.66,1.5,1.05,1.0,1.575,1.66,11.715,8.763
Peach,Robin,2,1,0,2,48,5.669,2.808,2.125,0.95,1.0,2.019,2.808,17.383,11.571
Peach,Bowser,3,1,0,2,124,6.886,2.504,2.75,1.0,1.0,2.75,2.504,24.269,14.075
Peach,Meta Knight,4,0,1,-1,23,0.023,0.092,1.0,1.0,4.0,0.25,0.092,24.292,14.167
Rosalina & Luma,Wario,1,1,0,1,45,2.867,1.82,1.5,1.05,1.0,1.575,1.82,11.909,9.192
Rosalina & Luma,Kazuya,2,1,0,3,153,7.559,3.388,2.125,1.05,1.0,2.231,3.388,19.469,12.58
Rosalina & Luma,Richter,3,1,0,1,42,4.534,1.832,2.75,0.9,1.0,2.475,1.832,24.003,14.412
Rosalina & Luma,Duck Hunt,4,0,1,-1,83,0.079,0.332,1.0,0.95,4.0,0.237,0.332,24.082,14.744
ROB,Toon Link,1,1,0,1,58,2.519,1.768,1.5,0.95,1.0,1.425,1.768,11.494,8.931
ROB,Min Min,2,1,0,2,0,6.056,3.0,2.125,0.95,1.0,2.019,3.0,17.551,11.931
ROB,Pichu,3,1,0,3,174,8.632,3.304,2.75,0.95,1.0,2.612,3.304,26.182,15.235
