step,time_ps,measured_temperature_K,potential_kJ_mol_system,kinetic_kJ_mol_system,total_kJ_mol_system,potential_kJ_mol_molecule,box_nm,volume_nm3,density_g_cm3,msd_nonaffine_nm2,fcc_order,polar_order,nematic_order,multipolar_order,a1_squared,a2_squared,a3_squared,a4_squared,a5_squared,a6_squared,frame
17050,17.049999999997855,1393.2192952498513,-375.3438274058018,909.3337752989487,533.9899478931469,-11.729494606431306,2.134617527683324,9.726581127272903,0.5031183978778765,0.0009796385495593953,0.027025289982729066,0.11901308944073084,0.13150642060744427,0.0,-0.017637042107636235,-0.012289647651857945,-0.004365488757288984,-0.001373229849110659,-0.016599422053202476,-0.008093445989364406,0
17100,17.099999999997916,1406.4716698565755,-385.4244613029008,917.9834056004349,532.5589442975341,-12.04451441571565,2.134452997753367,9.724332213338743,0.5032347523946389,0.0038294179092464,0.027244024695954522,0.09147742468391655,0.11182947958214744,0.026102795119776822,-0.023620005959430583,-0.014948113533659442,-0.025017370029718638,0.004088135478390268,-0.002983216795040043,-0.007559638484389424,1
17150,17.149999999997977,1508.1737090498818,-402.0511330973967,984.3628331396336,582.3117000422369,-12.564097909293647,2.135153497361026,9.733909552440027,0.5027396121999135,0.00819470219279557,0.024790229174983698,0.03539085972716553,0.15356926998735657,0.0,-0.030965147920280874,-0.005667821574784014,-0.011101195466147983,-0.01679007478168737,-0.00951444863854217,-0.01422430209803461,2
17200,17.199999999998038,1481.0945908473686,-425.3661441369011,966.6886903318125,541.3225461949114,-13.292692004278159,2.124928706967985,9.59473735960875,0.5100318779108595,0.01388367982510576,0.02133914694460776,0.12622811882778567,0.10690166075294,0.056085204228562884,-0.01581054143710805,-0.00730034741270322,-0.017194712132780243,0.01088348542949283,-0.007162391184365726,0.007989815370664817,3
17250,17.2499999999981,1493.653531079179,-420.5268850501838,974.8857261995205,554.3588411493367,-13.141465157818244,2.1288952240423824,9.648568023711409,0.5071863411810571,0.02069420394382623,0.017922762445987846,0.23360564314543536,0.1662571417098818,0.0633428581533488,0.024073906074211598,-0.0032787900394794065,-0.016460933583599638,-0.0018542465613365527,-0.01233631182289893,-0.015964709453781596,4
17300,17.29999999999816,1549.1325349642568,-386.92130207848714,1011.0960573545996,624.1747552761124,-12.091290689952723,2.1237616571981266,9.578937223974085,0.5108731583849423,0.02882929618559216,0.0159725580779206,0.31913326343946546,0.11197605404805844,0.14738633280917204,0.07287333144105632,-0.004824198532820606,-0.00879934334164402,0.02127311955170851,0.02278674100747024,0.013403194593381096,5
17350,17.34999999999822,1502.3240275714888,-376.50482672155164,980.5448319382582,604.0400052167065,-11.765775835048489,2.122879803078513,9.567009729921484,0.5115100801327286,0.03759412326528805,0.01615498770919333,0.3408938805624135,0.15237713810787523,0.1685633828747414,0.08769923902441397,0.00857980888695293,-0.010197920442975541,0.026612275758271273,0.03642682781743132,0.011163532789990504,6
17400,17.399999999998283,1467.5727229938307,-422.2032870980792,957.863165745501,535.6598786474217,-13.193852721814975,2.1291988421527006,9.652696781819934,0.506969401835917,0.045762181328162045,0.01973253582842024,0.29970674576394124,0.1907240391018898,0.12054827259644123,0.060463621632424996,0.01028749726186466,0.006731826055498011,0.0021507728817260056,-0.006453385734077757,0.007557598324401737,7
17450,17.449999999998344,1394.260377614818,-406.3624269676729,910.0132744708021,503.6508475031292,-12.698825842739778,2.146189217258275,9.885622582308619,0.495024149752631,0.05403168742131579,0.02415685680736983,0.22677408844045546,0.13816069201056058,0.09732230719375465,0.020827341613418857,-0.006861425488923333,-0.0002948741498050739,0.033479033203486525,0.002523414048187903,-0.0200039364998196,8
17500,17.499999999998405,1379.3948100356495,-373.72111646358485,900.3107368051126,526.5896203415277,-11.678784889487027,2.1312882000744007,9.68114091083613,0.5054798766646694,0.0629545410682365,0.027397515318574518,0.15105446186030214,0.13563437791653615,0.10008748154730947,-0.008704567279581441,-0.0073824677886271456,0.013561917886221166,0.040527512373660125,-0.009333192089291623,0.006015593515016778,9
17550,17.549999999998466,1456.5440569195034,-376.1813055962165,950.6649173490912,574.4836117528747,-11.755665799881765,2.156615130170402,10.030392858775052,0.48787938642917317,0.07180046140861754,0.02966612551538262,0.10796092411040673,0.14151410824120617,0.0646610900272367,-0.020226517538298846,0.005973361341504853,0.0007567108369621242,-0.02064516504194834,0.011389479971032911,0.006966787231562568,10
17600,17.599999999998527,1592.403515381481,-375.9047402512956,1039.3383908607723,663.4336506094767,-11.747023132852988,2.1463984336934487,9.888513897282078,0.49487940902098304,0.08156650337638506,0.03198495493670852,0.1258734577825573,0.11666174612703488,0.06718443830588332,-0.015902836258955114,-0.009609807977974253,-0.005143859537338858,0.02628005750433329,-0.0036671291558057467,0.000802434998528959,11
17650,17.649999999998588,1646.512717851474,-352.7266199244603,1074.6546727470566,721.9280528225963,-11.022706872639384,2.1502033935109996,9.941195826351738,0.4922568671880408,0.09247787969539192,0.03484190415735011,0.1425714767119039,0.07522927161119869,0.1004984100844913,-0.0112757409323221,-0.016213060625882052,0.028260644269973618,0.006206470589387607,-0.012128629740524755,0.02613246771770226,12
17700,17.69999999999865,1623.1815865128954,-337.82144740321684,1059.426785928061,721.6053385248442,-10.556920231350526,2.161301195221062,10.095919542819566,0.4847128478815168,0.10278205162633183,0.0361372540236639,0.12913803459739162,0.09191136512898782,0.09399839486409474,-0.01504347666613976,-0.004055386212557077,0.009741971548847608,0.012249883289975417,0.013753065046589961,0.01726926953674464,13
17750,17.74999999999871,1672.468606930616,-360.75839527999744,1091.5957004000968,730.8373051200994,-11.27369985249992,2.1573771100528663,10.041028495438503,0.4873626158720529,0.11159519479693991,0.034295811047882346,0.10027178506688411,0.11328279738198181,0.03598071985462008,-0.021879297155613518,-0.01303770890514574,0.0066439602476954344,-0.02249357225669299,-0.003442760917526481,0.0011237129598444735,14
17800,17.79999999999877,1679.8113962432349,-398.8591130590996,1096.3882311593488,697.5291181002492,-12.464347283096863,2.158689664147038,10.05936661491415,0.4864741589522529,0.1198731264980356,0.03269696763876808,0.08134344056818876,0.15845665008305684,0.0908381596543587,-0.025427865472546638,0.018882638058432807,-0.0070493489767881595,0.03062678943791175,-0.015163189317064521,-0.01101420476705754,15
17850,17.849999999998833,1776.2073392363407,-413.5153492100426,1159.3044476259772,745.7890984159346,-12.92235466281383,2.163803090345235,10.131020873405376,0.48303344497382544,0.12878504516874428,0.0320476444360493,0.08514334764602356,0.10973560104874452,0.055177647972349725,-0.024774823588777674,0.004711977419617654,-0.022234291614675425,0.013555459594945647,-0.01447430562663835,-0.0016900798058969355,16
17900,17.899999999998894,1623.6431353694582,-371.95499210842684,1059.7280320891314,687.7730399807045,-11.623593503388339,2.1525041088578862,9.973141190408466,0.49068009969507975,0.13948294826337723,0.03223452557433719,0.13666544668657862,0.10497176244854915,0.0734572023654869,-0.012978121994279165,-0.010252060234102562,-0.01723134621297576,0.012897885758000553,0.01589073988211357,0.0035871378360704496,17
17950,17.949999999998955,1650.4974807285885,-404.2740306417022,1077.2554689627505,672.9814383210482,-12.633563457553194,2.1558640540862912,10.019916768680243,0.48838947733368127,0.15053707736573158,0.031133848127361283,0.16225178215482808,0.14254303436646976,0.0197072925396013,-0.005083209483955851,-0.01055489244270341,-0.02191064571447602,-0.005831046929814316,0.0023302642754485505,-0.0014969464052640418,18
18000,17.999999999999016,1771.2367140738484,-400.5764181807531,1156.0601935734992,755.4837753927461,-12.518013068148534,2.165384928067475,10.153255820801906,0.4819756342154524,0.16195080719349117,0.028934847196461826,0.15869243005094522,0.11748391314173535,0.0,-0.006262413052413789,-0.007327356631228911,-0.016289697771119105,-0.019546033940326227,-0.011653567251932142,-0.01315361860266764,19
18050,18.049999999999077,1594.8914609974227,-383.8036142287024,1040.9622364300924,657.15862220139,-11.99386294464695,2.1743549405869302,10.279957487236972,0.4760352287116346,0.17348766824691134,0.028862110823596576,0.13494548224147285,0.0752731077059178,0.07886859027568988,-0.013460352849152354,-0.019816425231564346,0.03391904203923105,-0.005738265002737961,-0.0013790447820621278,0.0034024851532168028,20
18100,18.099999999999138,1524.2464311858382,-316.8837436726616,994.8532628580931,677.9695191854315,-9.902616989770674,2.174788264100273,10.286104738097968,0.4757507373474038,0.1854885419355234,0.032487169961528395,0.09475439546148702,0.1683677459393978,0.047865846656371454,-0.02299004339688065,0.0010962618845660045,0.012650573772221592,-0.015400728055912792,-0.01640559691216993,-0.006233551462031735,21
18150,18.1499999999992,1670.758443017006,-407.07745204463134,1090.4795015265631,683.4020494819317,-12.72117037639473,2.202405200080183,10.682961699995316,0.45807726836509005,0.1981368442577664,0.0393128632156044,0.04845587164230542,0.12907521259552243,0.0684953579855522,-0.0298343520034936,-0.007425647615813081,0.022411507835735013,-0.0296106772376981,-0.013669705211365934,0.005738176557678677,22
18200,18.19999999999926,1749.1073601803607,-427.88377900707303,1141.6166892454294,713.7329102383563,-13.371368093971032,2.1897907501505993,10.500448538053439,0.4660393216392932,0.2123201503777759,0.04555958878501746,0.048717011053235275,0.16485093452384106,0.09258079177713076,-0.029808157764169237,0.0031636628180301157,0.012466963674439181,-0.006619040922786835,-0.0025142271735184214,0.035796591544013365,23
18250,18.24999999999932,1884.7705342058116,-368.8036965378409,1230.1620507877258,861.3583542498849,-11.525115516807528,2.187929795861302,10.473700430264612,0.46722950939499974,0.22838173865840045,0.0482480668601176,0.11379049043331393,0.17874401881710966,0.09291540243685108,-0.01889210248975059,0.0076087646953570095,-0.0038302278276138965,0.019395799224919272,0.024795068139735674,-0.01673456403871597,24
18300,18.299999999999383,1778.7018607024622,-386.52737754481825,1160.9325851561468,774.4052076113286,-12.07898054827557,2.1882390270901597,10.478141961758643,0.4670314576231787,0.2432896337815525,0.04642405156154694,0.17289682146455632,0.1337535526315862,0.06964805245284156,-0.001400453292855065,-0.01338204535215683,-0.027653782631277476,0.004700318321258891,0.01932861760874763,0.005076171332836092,25
18350,18.349999999999444,1736.1802865239144,-314.08377750320625,1133.1793780973119,819.0956005941057,-9.815118046975195,2.174330706277242,10.27961376474894,0.4760511460424749,0.2577319826906931,0.04422909900612025,0.1862674421947099,0.24174644941787637,0.10153722380331817,0.003556707119235696,0.028115185812034073,-0.01445681127367507,0.0032886342093119353,0.024524815445418662,0.0023735043201103625,26
18400,18.399999999999505,1812.664351046185,-334.60124020727903,1183.0994038817466,848.4981636744676,-10.45628875647747,2.173352991475791,10.265752931389697,0.47669391093754604,0.2715050128385243,0.04334044952671385,0.13982053670471145,0.2506641270350615,0.08027684394378856,-0.012077643887077617,0.038666230041452296,-0.01791902994314996,-0.007413785495435731,-0.01103363281363741,-0.013513374527953254,27
