cos_theta_lower,cos_theta_upper,phi_lower_rad,phi_upper_rad,count,probability,relative_to_isotropic
-1.0,-0.8,-3.141592653589793,-2.748893571891069,5,0.00390625,0.625
-1.0,-0.8,-2.748893571891069,-2.356194490192345,7,0.00546875,0.875
-1.0,-0.8,-2.356194490192345,-1.9634954084936207,8,0.00625,1.0
-1.0,-0.8,-1.9634954084936207,-1.5707963267948966,17,0.01328125,2.125
-1.0,-0.8,-1.5707963267948966,-1.1780972450961724,32,0.025,4.0
-1.0,-0.8,-1.1780972450961724,-0.7853981633974483,43,0.03359375,5.375
-1.0,-0.8,-0.7853981633974483,-0.39269908169872414,73,0.05703125,9.125
-1.0,-0.8,-0.39269908169872414,0.0,107,0.08359375,13.375
-1.0,-0.8,0.0,0.39269908169872414,83,0.06484375,10.375
-1.0,-0.8,0.39269908169872414,0.7853981633974483,66,0.0515625,8.25
-1.0,-0.8,0.7853981633974483,1.178097245096172,55,0.04296875,6.875
-1.0,-0.8,1.178097245096172,1.5707963267948966,36,0.028125,4.5
-1.0,-0.8,1.5707963267948966,1.9634954084936211,21,0.01640625,2.625
-1.0,-0.8,1.9634954084936211,2.356194490192345,24,0.01875,3.0
-1.0,-0.8,2.356194490192345,2.7488935718910685,25,0.01953125,3.125
-1.0,-0.8,2.7488935718910685,3.141592653589793,9,0.00703125,1.125
-0.8,-0.6,-3.141592653589793,-2.748893571891069,2,0.0015625,0.25
-0.8,-0.6,-2.748893571891069,-2.356194490192345,0,0.0,0.0
-0.8,-0.6,-2.356194490192345,-1.9634954084936207,0,0.0,0.0
-0.8,-0.6,-1.9634954084936207,-1.5707963267948966,11,0.00859375,1.375
-0.8,-0.6,-1.5707963267948966,-1.1780972450961724,9,0.00703125,1.125
-0.8,-0.6,-1.1780972450961724,-0.7853981633974483,31,0.02421875,3.875
-0.8,-0.6,-0.7853981633974483,-0.39269908169872414,54,0.0421875,6.75
-0.8,-0.6,-0.39269908169872414,0.0,91,0.07109375,11.375
-0.8,-0.6,0.0,0.39269908169872414,71,0.05546875,8.875
-0.8,-0.6,0.39269908169872414,0.7853981633974483,52,0.040625,6.5
-0.8,-0.6,0.7853981633974483,1.178097245096172,25,0.01953125,3.125
-0.8,-0.6,1.178097245096172,1.5707963267948966,11,0.00859375,1.375
-0.8,-0.6,1.5707963267948966,1.9634954084936211,19,0.01484375,2.375
-0.8,-0.6,1.9634954084936211,2.356194490192345,5,0.00390625,0.625
-0.8,-0.6,2.356194490192345,2.7488935718910685,8,0.00625,1.0
-0.8,-0.6,2.7488935718910685,3.141592653589793,2,0.0015625,0.25
-0.6,-0.3999999999999999,-3.141592653589793,-2.748893571891069,0,0.0,0.0
-0.6,-0.3999999999999999,-2.748893571891069,-2.356194490192345,0,0.0,0.0
-0.6,-0.3999999999999999,-2.356194490192345,-1.9634954084936207,0,0.0,0.0
