Character,Fights,Avg_Stock_Diff,Avg_Damage,Wins,Losses,Total_Score,Win_Rate
Pichu,4,2.0,105.25,4,0,12.517,1.0
Palutena,3,1.6666666666666667,58.0,3,0,12.128,1.0
ROB,3,1.6666666666666667,86.33333333333333,3,0,10.434,1.0
Jigglypuff,1,-1.0,131.0,0,1,0.936,0.0
