frame,step,time_ps,molecule_id,box_nm,x_nm,y_nm,z_nm,dx_nonaffine_nm,dy_nonaffine_nm,dz_nonaffine_nm,vx_nm_ps,vy_nm_ps,vz_nm_ps,dipole_ux,dipole_uy,dipole_uz,theta_rad,phi_rad,dipole_debye
0,11100,5.550000,0,1.571909,0.24396671,0.2421818,0.14127411,0.015374618,0.0016779465,0.0023844339,0.20068485,0.08193634,0.039375558,0.35428748,-0.92375547,-0.14545176,1.7167659,-1.2045688,0
0,11100,5.550000,1,1.571909,0.1320129,0.60511318,0.58780379,-0.00014558877,0.0028282002,0.017205098,0.053550067,-0.049892358,0.42645522,-0.37324083,0.73776666,-0.56248701,2.168187,2.0391578,0
0,11100,5.550000,2,1.571909,0.53402831,0.20798259,0.53336047,-0.011589847,-0.0026023585,-0.015226217,-0.19032398,-0.039589223,-0.30247449,-0.0013169894,0.070035936,0.9975436,0.07010573,1.5895986,0
0,11100,5.550000,3,1.571909,0.58992671,0.6277141,0.21754174,0.0047183054,0.011388317,0.0079798359,-0.0005532065,0.13037689,0.23810761,0.55921181,-0.24359459,-0.79242907,2.4855774,-0.41081747,0
0,11100,5.550000,4,1.571909,0.20095163,0.19421428,0.97631827,0.0048712462,-0.0084861805,-0.014825537,0.02515966,-0.17307659,-0.41974813,0.96169265,0.25125442,0.10962877,1.4609468,0.25555045,0
0,11100,5.550000,5,1.571909,0.17119804,0.57700109,1.3285848,0.0078921114,0.008695812,0.0022104798,0.1708404,0.10939688,0.16151429,-0.34931843,0.86341158,0.36400148,1.1982358,1.9552441,0
0,11100,5.550000,6,1.571909,0.65157807,0.20715482,1.459618,0.013185579,0.004361363,-0.0096875547,0.44835701,0.068261391,-0.18953827,-0.28185803,-0.66527619,0.69134914,0.80744166,-1.9715405,0
0,11100,5.550000,7,1.571909,0.51589999,0.58861063,0.97352962,-0.016394411,-0.0037369957,0.019332983,-0.24895772,-0.051928503,0.32945847,-0.72506914,0.082172565,-0.6837561,2.323694,3.0287435,0
0,11100,5.550000,8,1.571909,0.20825645,0.95775214,0.21847381,-0.010260053,-0.0017519474,0.0078708306,-0.254219,-0.082243349,0.088930732,0.18410229,0.57171137,0.79953265,0.64427962,1.2592624,0
0,11100,5.550000,9,1.571909,0.2188574,1.3920238,0.63799209,-0.0072296063,-0.010996618,0.0082084803,-0.10486536,-0.21169666,0.10998177,0.36158735,-0.85853111,0.36356418,1.1987053,-1.1721744,0
0,11100,5.550000,10,1.571909,0.67107153,1.0345217,0.62741144,0.0041156786,0.0083398515,0.0060824444,-0.014539362,0.073615289,0.11441671,-0.84117673,0.059429403,-0.53748475,2.1382479,3.0710595,0
0,11100,5.550000,11,1.571909,0.46878659,1.3231166,0.080664664,-0.0099762167,-0.0025317101,-0.0085412221,-0.067533505,-0.063994492,-0.071914148,-0.34202991,0.48565877,0.80445702,0.63603551,2.1843755,0
0,11100,5.550000,12,1.571909,0.18133114,0.95519044,0.93381678,-0.01114941,0.010486638,-0.0084448152,-0.25584235,0.23052257,-0.16257711,0.87705483,0.46211946,-0.13122663,1.7024025,0.48493465,0
0,11100,5.550000,13,1.571909,0.22764443,1.402532,1.2647808,-0.019860063,-0.0051860126,0.0076587759,-0.3448221,-0.23545874,0.14086331,0.60504364,0.78211783,0.14904328,1.4211957,0.91236368,0
0,11100,5.550000,14,1.571909,0.54910368,0.89980593,1.3487021,0.0012627982,0.0014441268,-0.0085264711,0.049994234,0.0063058399,-0.15378374,-0.99604203,-0.073541015,0.049919799,1.5208558,-3.0678931,0
0,11100,5.550000,15,1.571909,0.62153383,1.3986139,0.9413323,0.013164308,-0.0073363363,-0.02800317,0.18991943,-0.14089044,-0.73855316,-0.34354511,-0.66921416,0.65888479,0.85146104,-2.0450716,0
0,11100,5.550000,16,1.571909,1.0607042,0.2293526,0.23029481,0.0082255855,0.00362343,0.0032372078,0.20269205,0.04086386,-0.022201673,-0.56036794,0.50009611,0.66022091,0.84968348,2.4129687,0
0,11100,5.550000,17,1.571909,0.94432919,0.55987955,0.61920607,0.0086242728,0.0058957092,0.006002613,0.12719105,0.23535733,0.11359632,0.6787853,0.73431915,-0.0050891483,1.5758855,0.82467713,0
0,11100,5.550000,18,1.571909,1.3359975,0.18971262,0.62097008,-0.0063279447,0.0010002234,0.0046010797,-0.087791486,0.14299268,-0.0064524471,-0.15212908,0.96109501,-0.2305496,1.8034388,1.7277811,0
