cos_theta_lower,cos_theta_upper,phi_lower_rad,phi_upper_rad,count,probability,relative_to_isotropic
-1.0,-0.8,-3.141592653589793,-2.748893571891069,12,0.00625,1.0
-1.0,-0.8,-2.748893571891069,-2.356194490192345,15,0.0078125,1.25
-1.0,-0.8,-2.356194490192345,-1.9634954084936207,11,0.005729166666666666,0.9166666666666666
-1.0,-0.8,-1.9634954084936207,-1.5707963267948966,21,0.0109375,1.75
-1.0,-0.8,-1.5707963267948966,-1.1780972450961724,24,0.0125,2.0
-1.0,-0.8,-1.1780972450961724,-0.7853981633974483,15,0.0078125,1.25
-1.0,-0.8,-0.7853981633974483,-0.39269908169872414,7,0.0036458333333333334,0.5833333333333334
-1.0,-0.8,-0.39269908169872414,0.0,4,0.0020833333333333333,0.3333333333333333
-1.0,-0.8,0.0,0.39269908169872414,13,0.0067708333333333336,1.0833333333333335
-1.0,-0.8,0.39269908169872414,0.7853981633974483,7,0.0036458333333333334,0.5833333333333334
-1.0,-0.8,0.7853981633974483,1.178097245096172,4,0.0020833333333333333,0.3333333333333333
-1.0,-0.8,1.178097245096172,1.5707963267948966,5,0.0026041666666666665,0.41666666666666663
-1.0,-0.8,1.5707963267948966,1.9634954084936211,5,0.0026041666666666665,0.41666666666666663
-1.0,-0.8,1.9634954084936211,2.356194490192345,1,0.0005208333333333333,0.08333333333333333
-1.0,-0.8,2.356194490192345,2.7488935718910685,11,0.005729166666666666,0.9166666666666666
-1.0,-0.8,2.7488935718910685,3.141592653589793,17,0.008854166666666666,1.4166666666666665
-0.8,-0.6,-3.141592653589793,-2.748893571891069,13,0.0067708333333333336,1.0833333333333335
-0.8,-0.6,-2.748893571891069,-2.356194490192345,13,0.0067708333333333336,1.0833333333333335
-0.8,-0.6,-2.356194490192345,-1.9634954084936207,16,0.008333333333333333,1.3333333333333333
-0.8,-0.6,-1.9634954084936207,-1.5707963267948966,28,0.014583333333333334,2.3333333333333335
-0.8,-0.6,-1.5707963267948966,-1.1780972450961724,19,0.009895833333333333,1.5833333333333333
-0.8,-0.6,-1.1780972450961724,-0.7853981633974483,8,0.004166666666666667,0.6666666666666666
-0.8,-0.6,-0.7853981633974483,-0.39269908169872414,12,0.00625,1.0
-0.8,-0.6,-0.39269908169872414,0.0,1,0.0005208333333333333,0.08333333333333333
-0.8,-0.6,0.0,0.39269908169872414,1,0.0005208333333333333,0.08333333333333333
-0.8,-0.6,0.39269908169872414,0.7853981633974483,10,0.005208333333333333,0.8333333333333333
-0.8,-0.6,0.7853981633974483,1.178097245096172,13,0.0067708333333333336,1.0833333333333335
-0.8,-0.6,1.178097245096172,1.5707963267948966,11,0.005729166666666666,0.9166666666666666
-0.8,-0.6,1.5707963267948966,1.9634954084936211,6,0.003125,0.5
-0.8,-0.6,1.9634954084936211,2.356194490192345,10,0.005208333333333333,0.8333333333333333
-0.8,-0.6,2.356194490192345,2.7488935718910685,3,0.0015625,0.25
-0.8,-0.6,2.7488935718910685,3.141592653589793,10,0.005208333333333333,0.8333333333333333
-0.6,-0.3999999999999999,-3.141592653589793,-2.748893571891069,9,0.0046875,0.75
-0.6,-0.3999999999999999,-2.748893571891069,-2.356194490192345,22,0.011458333333333333,1.8333333333333333
-0.6,-0.3999999999999999,-2.356194490192345,-1.9634954084936207,15,0.0078125,1.25
-0.6,-0.3999999999999999,-1.9634954084936207,-1.5707963267948966,24,0.0125,2.0
-0.6,-0.3999999999999999,-1.5707963267948966,-1.1780972450961724,24,0.0125,2.0
-0.6,-0.3999999999999999,-1.1780972450961724,-0.7853981633974483,8,0.004166666666666667,0.6666666666666666
-0.6,-0.3999999999999999,-0.7853981633974483,-0.39269908169872414,5,0.0026041666666666665,0.41666666666666663
-0.6,-0.3999999999999999,-0.39269908169872414,0.0,5,0.0026041666666666665,0.41666666666666663
-0.6,-0.3999999999999999,0.0,0.39269908169872414,5,0.0026041666666666665,0.41666666666666663
-0.6,-0.3999999999999999,0.39269908169872414,0.7853981633974483,12,0.00625,1.0
-0.6,-0.3999999999999999,0.7853981633974483,1.178097245096172,10,0.005208333333333333,0.8333333333333333
-0.6,-0.3999999999999999,1.178097245096172,1.5707963267948966,15,0.0078125,1.25
-0.6,-0.3999999999999999,1.5707963267948966,1.9634954084936211,6,0.003125,0.5
-0.6,-0.3999999999999999,1.9634954084936211,2.356194490192345,9,0.0046875,0.75
-0.6,-0.3999999999999999,2.356194490192345,2.7488935718910685,2,0.0010416666666666667,0.16666666666666666
-0.6,-0.3999999999999999,2.7488935718910685,3.141592653589793,7,0.0036458333333333334,0.5833333333333334
-0.3999999999999999,-0.19999999999999996,-3.141592653589793,-2.748893571891069,10,0.005208333333333333,0.8333333333333333
-0.3999999999999999,-0.19999999999999996,-2.748893571891069,-2.356194490192345,10,0.005208333333333333,0.8333333333333333
-0.3999999999999999,-0.19999999999999996,-2.356194490192345,-1.9634954084936207,15,0.0078125,1.25
-0.3999999999999999,-0.19999999999999996,-1.9634954084936207,-1.5707963267948966,35,0.018229166666666668,2.916666666666667
-0.3999999999999999,-0.19999999999999996,-1.5707963267948966,-1.1780972450961724,11,0.005729166666666666,0.9166666666666666
-0.3999999999999999,-0.19999999999999996,-1.1780972450961724,-0.7853981633974483,7,0.0036458333333333334,0.5833333333333334
-0.3999999999999999,-0.19999999999999996,-0.7853981633974483,-0.39269908169872414,6,0.003125,0.5
-0.3999999999999999,-0.19999999999999996,-0.39269908169872414,0.0,4,0.0020833333333333333,0.3333333333333333
-0.3999999999999999,-0.19999999999999996,0.0,0.39269908169872414,8,0.004166666666666667,0.6666666666666666
-0.3999999999999999,-0.19999999999999996,0.39269908169872414,0.7853981633974483,12,0.00625,1.0
-0.3999999999999999,-0.19999999999999996,0.7853981633974483,1.178097245096172,24,0.0125,2.0
-0.3999999999999999,-0.19999999999999996,1.178097245096172,1.5707963267948966,21,0.0109375,1.75
-0.3999999999999999,-0.19999999999999996,1.5707963267948966,1.9634954084936211,10,0.005208333333333333,0.8333333333333333
-0.3999999999999999,-0.19999999999999996,1.9634954084936211,2.356194490192345,15,0.0078125,1.25
-0.3999999999999999,-0.19999999999999996,2.356194490192345,2.7488935718910685,12,0.00625,1.0
