step,time_ps,measured_temperature_K,potential_kJ_mol_system,kinetic_kJ_mol_system,total_kJ_mol_system,potential_kJ_mol_molecule,box_nm,volume_nm3,density_g_cm3,msd_nonaffine_nm2,fcc_order,polar_order,nematic_order,multipolar_order,a1_squared,a2_squared,a3_squared,a4_squared,a5_squared,a6_squared,local_q6,nearest_neighbor_nm,wall_kJ_mol_molecule,intermolecular_kJ_mol_molecule,frame,rotation_c2
6100,3.050000000000186,280.31993731375377,-23.77371325570797,186.4567711900247,162.68305793431674,-0.7429285392408741,1.5744100057893882,3.902595356368751,1.0361000000000002,0.00021001985982883564,0.5096854497833672,0.12625890673271595,0.16972872376086534,0.07030824685974892,-0.015802517131003193,0.023417888682174738,0.0016619073744801173,0.004579701402293511,-0.02360500209295317,-0.0024527342429086943,0.25778563735498294,0.5180326289827211,0.1503897003585922,-0.8933182395994663,0,0.9185850264067055
6200,3.1000000000002026,277.1938525520313,-9.794797699590353,184.37743399866145,174.58263629907108,-0.3060874281121985,1.5744100057893882,3.902595356368751,1.0361000000000002,0.0007474789350125179,0.49303413904671906,0.13142406082889974,0.1715664360879456,0.08757738013665098,-0.014428610307346237,0.023576096299454646,0.0022800939919561778,-0.0019113272340694576,-0.022793538345683585,0.020162594778186,0.2531489093949094,0.5195345816255852,0.43609228789372284,-0.7421797160059214,1,0.7197648956887982
6300,3.1500000000002193,290.6580395956899,-13.14652729258943,193.33323238716218,180.18670509457274,-0.4108289778934197,1.5744100057893882,3.902595356368751,1.0361000000000002,0.001502567210161039,0.4762513199572322,0.1416000405123917,0.19159656384215099,0.0661558326491669,-0.011560700414853178,0.02293480469638088,-0.011255145055440967,0.0028257504820664403,-0.010367700939571723,0.0004990099825801445,0.25102407026157586,0.5167237743192716,0.20508851848977044,-0.6159174963831902,2,0.48645482715027577
6400,3.200000000000236,255.71604498861396,-7.426409777223007,170.09131975045096,162.66490997322796,-0.23207530553821898,1.5744100057893882,3.902595356368751,1.0361000000000002,0.0024608693312729605,0.4614114359626864,0.1601612492841129,0.18309467167764654,0.06808753855385305,-0.0057789669447765165,0.012333652209901754,-0.019462949707053225,0.004765659410594681,-0.01876305688523808,0.010716165817438122,0.25107454763437964,0.5109162722660959,0.08863717515583656,-0.32071248069405556,3,0.30240692254569435
6500,3.2500000000002527,237.12232009330123,8.952169181485893,157.72357330473466,166.67574248622054,0.27975528692143414,1.5744100057893882,3.902595356368751,1.0361000000000002,0.003551274511281165,0.4455022530320338,0.1711927417970831,0.1282231892506505,0.02907187928364659,-0.002005724031997137,-0.0052025133663603255,-0.019108436066310176,0.002867820163835946,-0.0032231600274854324,0.0022032248266615727,0.2519538119499511,0.5062230990490248,0.23688239609139417,0.04287289083003998,4,0.1771129884722285
6600,3.3000000000002694,253.52601683514922,4.709132492477243,168.63460717330295,173.3437396657802,0.14716039038991385,1.5744100057893882,3.902595356368751,1.0361000000000002,0.004732817949484601,0.4320401656000992,0.1845842320763361,0.07483722926556,0.0310457360646193,0.002912349658023944,-0.015258573411040024,-0.0028528015428925155,0.0028706767087400757,-0.006339601496721293,-0.003753404878592562,0.25116223038202506,0.5026560676935469,0.11493839137052947,0.032221999019384384,5,0.10794748572349042
6700,3.350000000000286,258.27284484198145,12.529137078363059,171.79199309465352,184.32113017301657,0.3915355336988456,1.5744100057893882,3.902595356368751,1.0361000000000002,0.0059615437659959435,0.41657539704769636,0.19244339403800265,0.09182166169587677,0.031546408643449715,0.005971055389797113,-0.013059919721280518,-0.00553028227700646,-0.0005424948625405936,-0.005581861683006719,-0.003868072368587564,0.24885503931703984,0.49962736538146146,0.1030855198526866,0.288450013846159,6,0.0680862678872291
6800,3.400000000000303,245.96687462153469,20.659002222992882,163.60659074456345,184.26559296755633,0.6455938194685276,1.5744100057893882,3.902595356368751,1.0361000000000002,0.007105999887856168,0.4016536656172467,0.18463927446310863,0.10547631455357331,0.022110812512903248,0.0029333281798845537,-0.01498868587494037,-0.016289471758235915,-0.0019310050814652826,-0.010191896127713705,-0.02172649118642953,0.24686975319922735,0.4995544448594095,0.3475685727589424,0.2980252467095852,7,0.05109427540404987
6900,3.4500000000003195,240.76401767518144,20.26478712477325,160.145873977583,180.41066110235624,0.633274597649164,1.5744100057893882,3.902595356368751,1.0361000000000002,0.00802714004125915,0.39274812813198123,0.16702508234419228,0.08430604175589772,0.0,-0.003460770960429211,-0.023934075230839593,-0.006271084652837551,-0.0028567624044360976,-0.010347449495625036,-3.909799167987848e-05,0.2454785775315741,0.5004631700592487,0.300653440479822,0.33262115716934204,8,0.04748384500476925
7000,3.500000000000336,238.7833150754724,19.11053170939721,158.82839575977047,177.93892746916768,0.5972041159186628,1.5744100057893882,3.902595356368751,1.0361000000000002,0.008857139548340002,0.3872297045467823,0.14983107171449458,0.08384114799486742,0.05790865961059639,-0.009084541882721009,-0.021753859133726437,0.0015255569102523784,-0.0037895017682833703,-0.0016701628405015592,0.018594920237123128,0.24997027174799785,0.499659801852281,0.2014247912231949,0.39577932469546795,9,0.05191187077695669
