cos_theta_lower,cos_theta_upper,phi_lower_rad,phi_upper_rad,count,probability,relative_to_isotropic
-1.0,-0.8,-3.141592653589793,-2.748893571891069,5,0.00390625,0.625
-1.0,-0.8,-2.748893571891069,-2.356194490192345,6,0.0046875,0.75
-1.0,-0.8,-2.356194490192345,-1.9634954084936207,1,0.00078125,0.125
-1.0,-0.8,-1.9634954084936207,-1.5707963267948966,2,0.0015625,0.25
-1.0,-0.8,-1.5707963267948966,-1.1780972450961724,0,0.0,0.0
-1.0,-0.8,-1.1780972450961724,-0.7853981633974483,1,0.00078125,0.125
-1.0,-0.8,-0.7853981633974483,-0.39269908169872414,1,0.00078125,0.125
-1.0,-0.8,-0.39269908169872414,0.0,2,0.0015625,0.25
-1.0,-0.8,0.0,0.39269908169872414,0,0.0,0.0
-1.0,-0.8,0.39269908169872414,0.7853981633974483,0,0.0,0.0
-1.0,-0.8,0.7853981633974483,1.178097245096172,1,0.00078125,0.125
-1.0,-0.8,1.178097245096172,1.5707963267948966,1,0.00078125,0.125
-1.0,-0.8,1.5707963267948966,1.9634954084936211,2,0.0015625,0.25
-1.0,-0.8,1.9634954084936211,2.356194490192345,2,0.0015625,0.25
-1.0,-0.8,2.356194490192345,2.7488935718910685,4,0.003125,0.5
-1.0,-0.8,2.7488935718910685,3.141592653589793,9,0.00703125,1.125
-0.8,-0.6,-3.141592653589793,-2.748893571891069,15,0.01171875,1.875
-0.8,-0.6,-2.748893571891069,-2.356194490192345,6,0.0046875,0.75
-0.8,-0.6,-2.356194490192345,-1.9634954084936207,8,0.00625,1.0
-0.8,-0.6,-1.9634954084936207,-1.5707963267948966,4,0.003125,0.5
-0.8,-0.6,-1.5707963267948966,-1.1780972450961724,7,0.00546875,0.875
-0.8,-0.6,-1.1780972450961724,-0.7853981633974483,5,0.00390625,0.625
-0.8,-0.6,-0.7853981633974483,-0.39269908169872414,0,0.0,0.0
-0.8,-0.6,-0.39269908169872414,0.0,0,0.0,0.0
-0.8,-0.6,0.0,0.39269908169872414,2,0.0015625,0.25
-0.8,-0.6,0.39269908169872414,0.7853981633974483,1,0.00078125,0.125
-0.8,-0.6,0.7853981633974483,1.178097245096172,0,0.0,0.0
-0.8,-0.6,1.178097245096172,1.5707963267948966,2,0.0015625,0.25
-0.8,-0.6,1.5707963267948966,1.9634954084936211,1,0.00078125,0.125
-0.8,-0.6,1.9634954084936211,2.356194490192345,2,0.0015625,0.25
-0.8,-0.6,2.356194490192345,2.7488935718910685,9,0.00703125,1.125
-0.8,-0.6,2.7488935718910685,3.141592653589793,13,0.01015625,1.625
-0.6,-0.3999999999999999,-3.141592653589793,-2.748893571891069,27,0.02109375,3.375
-0.6,-0.3999999999999999,-2.748893571891069,-2.356194490192345,10,0.0078125,1.25
-0.6,-0.3999999999999999,-2.356194490192345,-1.9634954084936207,8,0.00625,1.0
-0.6,-0.3999999999999999,-1.9634954084936207,-1.5707963267948966,3,0.00234375,0.375
-0.6,-0.3999999999999999,-1.5707963267948966,-1.1780972450961724,4,0.003125,0.5
-0.6,-0.3999999999999999,-1.1780972450961724,-0.7853981633974483,6,0.0046875,0.75
-0.6,-0.3999999999999999,-0.7853981633974483,-0.39269908169872414,5,0.00390625,0.625
-0.6,-0.3999999999999999,-0.39269908169872414,0.0,0,0.0,0.0
-0.6,-0.3999999999999999,0.0,0.39269908169872414,5,0.00390625,0.625
-0.6,-0.3999999999999999,0.39269908169872414,0.7853981633974483,4,0.003125,0.5
-0.6,-0.3999999999999999,0.7853981633974483,1.178097245096172,3,0.00234375,0.375
-0.6,-0.3999999999999999,1.178097245096172,1.5707963267948966,1,0.00078125,0.125
-0.6,-0.3999999999999999,1.5707963267948966,1.9634954084936211,1,0.00078125,0.125
-0.6,-0.3999999999999999,1.9634954084936211,2.356194490192345,0,0.0,0.0
-0.6,-0.3999999999999999,2.356194490192345,2.7488935718910685,5,0.00390625,0.625
-0.6,-0.3999999999999999,2.7488935718910685,3.141592653589793,27,0.02109375,3.375
-0.3999999999999999,-0.19999999999999996,-3.141592653589793,-2.748893571891069,65,0.05078125,8.125
-0.3999999999999999,-0.19999999999999996,-2.748893571891069,-2.356194490192345,15,0.01171875,1.875
-0.3999999999999999,-0.19999999999999996,-2.356194490192345,-1.9634954084936207,5,0.00390625,0.625
-0.3999999999999999,-0.19999999999999996,-1.9634954084936207,-1.5707963267948966,3,0.00234375,0.375
-0.3999999999999999,-0.19999999999999996,-1.5707963267948966,-1.1780972450961724,0,0.0,0.0
-0.3999999999999999,-0.19999999999999996,-1.1780972450961724,-0.7853981633974483,1,0.00078125,0.125
-0.3999999999999999,-0.19999999999999996,-0.7853981633974483,-0.39269908169872414,0,0.0,0.0
-0.3999999999999999,-0.19999999999999996,-0.39269908169872414,0.0,0,0.0,0.0
-0.3999999999999999,-0.19999999999999996,0.0,0.39269908169872414,2,0.0015625,0.25
-0.3999999999999999,-0.19999999999999996,0.39269908169872414,0.7853981633974483,2,0.0015625,0.25
-0.3999999999999999,-0.19999999999999996,0.7853981633974483,1.178097245096172,1,0.00078125,0.125
-0.3999999999999999,-0.19999999999999996,1.178097245096172,1.5707963267948966,0,0.0,0.0
-0.3999999999999999,-0.19999999999999996,1.5707963267948966,1.9634954084936211,0,0.0,0.0
-0.3999999999999999,-0.19999999999999996,1.9634954084936211,2.356194490192345,3,0.00234375,0.375
-0.3999999999999999,-0.19999999999999996,2.356194490192345,2.7488935718910685,15,0.01171875,1.875
-0.3999999999999999,-0.19999999999999996,2.7488935718910685,3.141592653589793,72,0.05625,9.0
-0.19999999999999996,0.0,-3.141592653589793,-2.748893571891069,107,0.08359375,13.375
-0.19999999999999996,0.0,-2.748893571891069,-2.356194490192345,25,0.01953125,3.125
-0.19999999999999996,0.0,-2.356194490192345,-1.9634954084936207,6,0.0046875,0.75
-0.19999999999999996,0.0,-1.9634954084936207,-1.5707963267948966,1,0.00078125,0.125
-0.19999999999999996,0.0,-1.5707963267948966,-1.1780972450961724,3,0.00234375,0.375
-0.19999999999999996,0.0,-1.1780972450961724,-0.7853981633974483,1,0.00078125,0.125
-0.19999999999999996,0.0,-0.7853981633974483,-0.39269908169872414,0,0.0,0.0
-0.19999999999999996,0.0,-0.39269908169872414,0.0,0,0.0,0.0
-0.19999999999999996,0.0,0.0,0.39269908169872414,2,0.0015625,0.25
-0.19999999999999996,0.0,0.39269908169872414,0.7853981633974483,2,0.0015625,0.25
-0.19999999999999996,0.0,0.7853981633974483,1.178097245096172,1,0.00078125,0.125
-0.19999999999999996,0.0,1.178097245096172,1.5707963267948966,0,0.0,0.0
-0.19999999999999996,0.0,1.5707963267948966,1.9634954084936211,1,0.00078125,0.125
-0.19999999999999996,0.0,1.9634954084936211,2.356194490192345,8,0.00625,1.0
-0.19999999999999996,0.0,2.356194490192345,2.7488935718910685,30,0.0234375,3.75
-0.19999999999999996,0.0,2.7488935718910685,3.141592653589793,124,0.096875,15.5
0.0,0.20000000000000018,-3.141592653589793,-2.748893571891069,103,0.08046875,12.875
0.0,0.20000000000000018,-2.748893571891069,-2.356194490192345,27,0.02109375,3.375
0.0,0.20000000000000018,-2.356194490192345,-1.9634954084936207,6,0.0046875,0.75
0.0,0.20000000000000018,-1.9634954084936207,-1.5707963267948966,0,0.0,0.0
0.0,0.20000000000000018,-1.5707963267948966,-1.1780972450961724,1,0.00078125,0.125
