step,time_ps,measured_temperature_K,potential_kJ_mol_system,kinetic_kJ_mol_system,total_kJ_mol_system,potential_kJ_mol_molecule,box_nm,volume_nm3,density_g_cm3,msd_nonaffine_nm2,fcc_order,polar_order,nematic_order,multipolar_order,a1_squared,a2_squared,a3_squared,a4_squared,a5_squared,a6_squared,local_q6,nearest_neighbor_nm,wall_kJ_mol_molecule,intermolecular_kJ_mol_molecule,frame,rotation_c2
11100,5.549999999999644,363.74095333717855,67.97314321994781,237.4083788938758,305.3815221138236,2.124160725623369,2.0028289827671193,8.033995834707166,0.7152433667396113,0.0002037167737011286,0.05742749567433504,0.15875628811689949,0.1031261110747753,0.06760046270060824,-0.00624148746667771,-0.011823256646279898,0.02741893534401795,-0.012776028762227087,-0.014448885546399896,-0.004636620905676364,0.29690509825820843,0.5494055076365472,0.0,2.124160725623369,0,0.9467863653706168
11200,5.599999999999616,418.9373169606366,64.67675375938416,273.4342349006228,338.11098866000697,2.021148554980755,2.0054141059719752,8.065145305625775,0.7124809301550601,0.000817486957774655,0.055976464248870976,0.14752831504739164,0.08983988230702666,0.07364829169417259,-0.009791376783770397,-0.015366218857105544,0.02999199721757671,-0.009930424565345118,0.0025524279992428737,-0.001432186426643237,0.29874135797395174,0.5476543751719143,0.0,2.021148554980755,1,0.8169682454627453
11300,5.649999999999588,501.50397772365386,65.1353030204773,327.32428193158756,392.45958495206486,2.0354782193899155,2.0056699963995355,8.068233032233366,0.7122082624821443,0.001923466737157904,0.0540188654170451,0.13422622960705147,0.10098224751281905,0.09321035501785721,-0.0136602005527485,-0.014240972514251543,0.014599403247197211,0.002564734762653405,0.008998297027644821,0.02596658665783444,0.30211051444024106,0.5486737270126966,0.0,2.0354782193899155,2,0.6309686190292172
11400,5.6999999999995605,504.57935387437567,55.6941824555397,329.3315347848426,385.0257172403823,1.7404432017356157,2.0052190068986984,8.062791653137914,0.7126889142610564,0.0034926376087070533,0.05013777401066045,0.11503944764285008,0.12360143990759612,0.051105707001652206,-0.018597084372674013,-0.011613868140836694,0.0042998854095032445,-0.009901771632241546,-0.004657684067392925,0.011370874319329096,0.2986667760272348,0.5528639882468811,0.0,1.7404432017356157,3,0.4397584693979279
11500,5.749999999999533,576.2630185516155,40.17305278778076,376.1184100818349,416.29146286961566,1.2554078996181488,2.012102493737986,8.146110519640452,0.7053994928418419,0.005476087039202819,0.04575528462092128,0.10182868566405608,0.1223430523409678,0.01877560859179174,-0.02155449680096089,-0.015081332264042974,0.001714195583912908,0.0004009452840400748,-0.015984669291197903,-0.004245453560042087,0.3031274722744884,0.5588453745176907,0.0,1.2554078996181488,4,0.2945567450236556
11600,5.799999999999505,590.9527456402417,29.557432234287262,385.7061792414748,415.26361147576205,0.9236697573214769,2.0199860687426487,8.242237465868632,0.6971726127745558,0.00777175657480597,0.043076381669725126,0.0851514591537718,0.12519777658833936,0.030694403442918364,-0.024773397681531403,-0.015702742700426448,-0.00623902771699358,0.005652878416299832,-0.019187986055023604,-0.0029915079741040366,0.3085351581894518,0.5624480415452585,0.0,0.9236697573214769,5,0.20382135704467985
11700,5.849999999999477,621.466551066535,36.10551679134369,405.62209196363733,441.727608754981,1.1282973997294903,2.020944379640592,8.253973745527269,0.6961813068889151,0.010418161084271044,0.0409744770725377,0.06692023793905764,0.10750283630622724,0.005434292361603319,-0.027635284391411524,-0.01783830052394829,-0.02171036470967939,-0.005991000492557515,0.00017718920082828108,-0.009331929615722594,0.3095038481254561,0.5609448382364469,0.0,1.1282973997294903,6,0.16007967832787828
11800,5.89999999999945,610.0451444789126,53.96995651721954,398.16750760139274,452.1374641186123,1.6865611411631107,2.029003223383555,8.35311019953598,0.6879188819401876,0.013378211812339311,0.03983298236397551,0.06141718785184878,0.10069515521459811,0.03711466176952197,-0.028364313843995587,-0.018173857529007995,0.008264988709596093,-0.017844643792013424,-0.008297977925577434,-0.004681564690518575,0.3116598118204924,0.5594067505956424,0.0,1.6865611411631107,7,0.1434209765039307
11900,5.949999999999422,570.7604446495651,67.45840162038803,372.5269608984416,439.9853625188296,2.108075050637126,2.0285738324642146,8.347808102483475,0.6883558125250212,0.01653379092718322,0.03932811030679904,0.06696658282610678,0.113687691139252,0.08795518413709322,-0.02762887926151658,-0.014533264688104772,0.043811569571506156,-0.02010570347219417,-0.013557675207528224,0.00260511692803369,0.3126211656790393,0.5569930763820641,0.0,2.108075050637126,8,0.16481113446995785
12000,5.999999999999394,552.6591048097066,54.274250626564026,360.7124821938555,414.98673282041955,1.6960703320801258,2.028151478297577,8.342595084160825,0.6887859438483079,0.01971091663757743,0.04078783856050294,0.0619281872570173,0.13233819116699286,0.08446056710200651,-0.028299251223803664,-0.012092829976594733,0.03623072006269217,-0.019780455868895996,-0.014412835527203495,0.006570804308463094,0.3111743646964993,0.5576248969112905,0.0,1.6960703320801258,9,0.1992921715453338
