step,time_ps,measured_temperature_K,potential_kJ_mol_system,kinetic_kJ_mol_system,total_kJ_mol_system,potential_kJ_mol_molecule,box_nm,volume_nm3,density_g_cm3,msd_nonaffine_nm2,fcc_order,polar_order,nematic_order,multipolar_order,a1_squared,a2_squared,a3_squared,a4_squared,a5_squared,a6_squared,local_q6,nearest_neighbor_nm,wall_kJ_mol_molecule,intermolecular_kJ_mol_molecule,frame,rotation_c2
11100,5.549999999999644,396.16961716023945,-1020.1384522934313,258.5740915728953,-761.564360720536,-31.87932663416973,1.655842423530582,4.5400121564787215,1.2656931371842022,0.00022916853369099857,0.8101823604501991,0.1699655210298447,0.1464063756776987,0.039324256859319784,-0.002437906230764822,-0.00893295721620052,-0.008416002159979884,-0.020306149193039198,0.009278383065226554,-0.010817355910281245,0.5032161393864267,0.5274605638789069,0.0,-31.87932663416973,0,0.9438322742775683
11200,5.599999999999616,379.25969103498267,-992.8764801833951,247.53723110453058,-745.3392490788644,-31.027390005731096,1.6546795169545778,4.530453451698705,1.2683635954880836,0.0008165373344689115,0.8024502453970727,0.1809798232603139,0.1846120993629177,0.046108831602638185,0.0015522027637000788,0.005255510640669371,-0.007227715760614472,-0.020511974110194345,0.005948432706193227,-0.0016316825135502774,0.5015799960010989,0.5236014944735106,0.0,-31.027390005731096,1,0.8101792056175294
11300,5.649999999999588,381.28898314695294,-968.9354909652978,248.86172026689994,-720.0737706983979,-30.279234092665558,1.6576454100168925,4.554858672061641,1.2615676232577966,0.001577181615076482,0.7959046902897838,0.2020938721648328,0.20803870877294828,0.0814878687282435,0.00990135036549757,0.01578010403272884,0.010157114845360634,-0.00976130085807162,0.004003067255641629,-0.007448697168915916,0.49993777574721143,0.5234815731681812,0.0,-30.279234092665558,2,0.6579544849947652
11400,5.6999999999995605,396.9843450845579,-966.0523700180992,259.10585252523634,-706.9465174928628,-30.1891365630656,1.6708263222432655,4.664380011747283,1.2319455564760922,0.0024002408216928788,0.7941422632090305,0.2277885344752606,0.19120222561242106,0.09113115847676209,0.021303346000915588,0.01192460120009942,0.006717805245958041,0.0004499775002227156,0.000733853096515467,0.008699745228189134,0.5004450762883348,0.5251472649572028,0.0,-30.1891365630656,3,0.5141945458962606
11500,5.749999999999533,433.3053583397532,-961.1889439245176,282.81204452145533,-678.3768994030622,-30.037154497641176,1.6728221295799428,4.681114835754103,1.2275413936223751,0.0031261626252147286,0.7961603754259602,0.25216453998730026,0.14557561618634057,0.09114540583809731,0.033380082814974704,0.0037381307272475192,-0.008934994422249546,-0.006412717368027947,0.012726696490126563,-8.408827248604635e-05,0.504371087507411,0.5263474013606539,0.0,-30.037154497641176,4,0.37104459335954465
11600,5.799999999999505,468.73887261343026,-947.7627570745219,305.93897896490466,-641.8237781096173,-29.61758615857881,1.6912618887622877,4.837629316772964,1.187826072011058,0.0038149938357632217,0.8045103198589162,0.27555777581325774,0.10782861613415162,0.09770528377814855,0.046123445482477037,0.004544871472319444,-0.0100925651323308,-0.020600158476700967,0.00660961791421475,-0.017667956612739087,0.5095092547318525,0.5367512280581532,0.0,-29.61758615857881,5,0.24417247114123286
11700,5.849999999999477,469.59170978725234,-945.4427316184798,306.4956132647819,-638.9471183536979,-29.545085363077494,1.6831225856991348,4.768120730807515,1.205141931927298,0.004560522807247234,0.8090198127209058,0.29331974112433845,0.12371276619335998,0.1021852497203854,0.05655377603432141,0.006097175528183734,-0.0056956262062257896,-0.013698454666671042,-0.014321756979359035,-0.024785180847222563,0.513149250465691,0.5380771968060196,0.0,-29.545085363077494,6,0.12892126625435257
11800,5.89999999999945,527.8008961325712,-940.5078664436732,344.48789442033143,-596.0199720233418,-29.390870826364786,1.6935086825691281,4.8569349040785275,1.1831046416460396,0.005286314078829053,0.8121422637465471,0.3019768441086397,0.11959403216337922,0.10863333071422414,0.0618735632287109,-0.007712873459732534,0.008933640023685062,-0.013359752951975284,-0.010777678040161867,-0.014342375264926457,0.5149376244071131,0.5414520785829677,0.0,-29.390870826364786,7,0.02960779454924667
11900,5.949999999999422,570.2008380197202,-939.8094272970599,372.1617138686781,-567.6477134283818,-29.36904460303312,1.6970225928434437,4.887231064820298,1.175770523835311,0.006063165815766112,0.8097518359356465,0.3068292286260933,0.08443117837985137,0.12455680693361675,0.06492301991151837,-0.020764589700896917,0.013440403367785386,-0.006802814803243134,-0.015199357815276997,0.014722965641685891,0.5154584158966293,0.5391450654139837,0.0,-29.36904460303312,8,-0.040432302719238145
12000,5.999999999999394,552.9992593908712,-923.3283500845897,360.9344960939861,-562.3938539906036,-28.85401094014343,1.6931553037597906,4.853895097244044,1.1838455743410263,0.006946733010455251,0.7947246016166909,0.3065016625202034,0.06826054423339656,0.12600535311174288,0.06471563264789541,-0.022012192586873588,-0.00020400076942742845,0.014436073253749383,-0.007023275206989332,0.01611238817524525,0.510937365124559,0.5363604535847278,0.0,-28.85401094014343,9,-0.061991977382874486
