frame,step,time_ps,molecule_id,box_nm,x_nm,y_nm,z_nm,dx_nonaffine_nm,dy_nonaffine_nm,dz_nonaffine_nm,vx_nm_ps,vy_nm_ps,vz_nm_ps,dipole_ux,dipole_uy,dipole_uz,theta_rad,phi_rad,dipole_debye
0,17050,17.050000,0,1.7848749,0.11258983,0.4466159,0.40522532,-0.016577605,-0.006850591,0.00056665263,-0.25116725,-0.12267956,-0.076895393,0.96213029,-0.21910418,-0.16216862,1.7336843,-0.22390965,2.6
0,17050,17.050000,1,1.7848749,0.058376464,0.6246532,0.85415346,0.027802845,0.00075009042,0.032017606,0.47609372,-0.088639934,0.91316985,0.43893517,0.75574062,0.48599591,1.063294,1.0446131,2.6
0,17050,17.050000,2,1.7848749,0.91632725,0.46496451,0.67716944,0.022323355,-0.0070009751,-0.016456556,0.36618527,-0.28633269,-0.35234925,0.83472785,-0.20840259,0.50970362,1.0359561,-0.24466364,2.6
0,17050,17.050000,3,1.7848749,0.74210783,0.9717753,0.43836953,-0.020803384,0.035641538,0.012699845,-0.4689108,0.69823359,0.17043383,-0.19334382,-0.12107579,0.97363177,0.23015184,-2.5821164,2.6
0,17050,17.050000,4,1.7848749,0.38972634,1.7824218,0.74066635,0.038065013,0.036870526,-0.0016977557,0.73220334,0.81202122,-0.028890686,0.44782418,-0.89361213,-0.030180394,1.6009813,-1.1062377,2.6
0,17050,17.050000,5,1.7848749,0.57284816,0.5693924,0.037124094,0.055540047,0.0013398143,0.018530615,1.1294173,0.10931185,0.41580115,0.15049312,0.43748032,0.88654542,0.4809725,1.2394769,2.6
0,17050,17.050000,6,1.7848749,0.61739153,0.20956764,1.3904078,-0.01940998,0.006823582,-0.017173707,-0.44986842,0.0051945575,-0.33094798,0.5170856,0.48378262,0.70609976,0.7868213,0.75213635,2.6
0,17050,17.050000,7,1.7848749,0.54400242,0.56154272,1.032735,-0.015941036,0.025065227,0.014099378,-0.24721432,0.61295083,0.40348587,0.12185876,0.92202385,0.36745402,1.1945263,1.4393935,2.6
0,17050,17.050000,8,1.7848749,0.094281143,0.9823679,1.7151553,-0.02800851,-0.0051082812,0.0042822574,-0.46858779,-0.18451083,0.099092875,-0.65107371,-0.49635802,0.57422272,0.9591419,-2.4902226,2.6
0,17050,17.050000,9,1.7848749,0.25119773,1.4572283,0.32179065,-0.00959991,0.0027063679,-0.014403906,-0.23100026,0.057691715,-0.38888972,-0.054236671,0.99415773,0.093320941,1.4773394,1.6252977,2.6
0,17050,17.050000,10,1.7848749,0.37112001,1.1433563,0.92267014,-0.013335444,-0.0061953644,0.0082519619,-0.33021372,-0.0016239224,0.196514,0.20669622,0.29572217,0.93264413,0.36912299,0.96077266,2.6
0,17050,17.050000,11,1.7848749,0.78211687,1.4652743,0.35370228,-0.031620276,-0.0060774687,0.0054550113,-0.60347372,-0.13371486,0.092053909,-0.10378605,0.082148793,0.99120131,0.1327526,2.4720435,2.6
0,17050,17.050000,12,1.7848749,1.7214046,1.1312254,1.1928455,0.0020970961,0.014991478,-0.02457367,0.086759336,0.2915146,-0.51355629,0.39443387,0.8776219,-0.27239992,1.8466827,1.1484125,2.6
0,17050,17.050000,13,1.7848749,0.49001903,1.62383,1.6883167,0.017469639,-0.017625639,-0.0061812841,0.38972863,-0.28733968,-0.0086873371,0.37820707,-0.82373079,-0.42240619,2.0068947,-1.1403683,2.6
0,17050,17.050000,14,1.7848749,0.60083744,1.1474253,1.4042055,-0.0014726876,-0.0076768228,0.035162388,0.030498391,-0.30446101,0.73598483,-0.19883551,0.80310109,0.56168771,0.97437204,1.8135004,2.6
0,17050,17.050000,15,1.7848749,0.72189997,1.4886456,1.0362064,-0.0066657812,-0.011449155,-0.012892757,-0.061700166,-0.17129178,-0.24973842,0.017594705,0.59839158,0.80101057,0.64181492,1.5414015,2.6
0,17050,17.050000,16,1.7848749,1.0376461,0.1756488,0.14514442,-3.359962e-05,-0.019434254,0.011921346,-0.085005237,-0.46860691,0.24383475,0.098780748,0.31781559,0.9429929,0.33928489,1.2694504,2.6
0,17050,17.050000,17,1.7848749,1.3805632,0.63636846,0.57536652,0.0030840279,0.0016177579,-0.023261715,0.152205,0.067174492,-0.50481883,0.0097798207,0.99995039,-0.0018913977,1.5726877,1.5610163,2.6
0,17050,17.050000,18,1.7848749,1.5234858,0.074979938,0.46231315,-0.0053437779,-0.011947912,-0.017880731,-0.16220971,-0.27604958,-0.34802426,0.72173673,-0.13375789,-0.6791207,2.3173604,-0.18324871,2.6
0,17050,17.050000,19,1.7848749,0.16496119,0.95188446,0.48594407,-0.028838284,-0.012116532,0.010108758,-0.69393004,-0.21828899,0.18224084,0.52734139,-0.73545299,-0.4254644,2.0102713,-0.94873245,2.6
0,17050,17.050000,20,1.7848749,1.1039068,0.16126762,1.2010712,-0.034525128,-0.0015694681,0.0040807558,-0.75061978,-0.070789664,0.041438361,-0.8886112,-0.45700103,0.038989608,1.5317968,-2.666581,2.6
0,17050,17.050000,21,1.7848749,0.91001735,0.67719527,1.4214779,0.021516039,-0.010365704,-0.00059468672,0.48644211,-0.27607946,-0.038911127,-0.52365987,-0.57324005,0.63021915,0.88896088,-2.311025,2.6
0,17050,17.050000,22,1.7848749,1.4801037,0.40958711,0.055757209,-0.0015988047,-0.0037035033,0.026006767,0.021912509,-0.049054279,0.59690301,0.72460741,0.52281852,0.44900434,1.1051456,0.62502319,2.6
0,17050,17.050000,23,1.7848749,1.4577946,0.56585397,1.3434141,0.013526362,0.020373617,0.023179378,0.36120411,0.4052082,0.41954024,-0.681234,-0.2869373,-0.67348884,2.3097148,-2.7429431,2.6
