frame,step,time_ps,molecule_id,box_nm,x_nm,y_nm,z_nm,dx_nonaffine_nm,dy_nonaffine_nm,dz_nonaffine_nm,vx_nm_ps,vy_nm_ps,vz_nm_ps,dipole_ux,dipole_uy,dipole_uz,theta_rad,phi_rad,dipole_debye
0,5050,5.050000,0,1.4405782,0.19540172,0.20135251,0.17638733,0.013801692,-0.0027170383,0.011867225,0.29317116,-0.12830754,0.28202407,0.39778222,-0.84777722,-0.35077499,1.9291949,-1.1320859,2.3
0,5050,5.050000,1,1.4405782,0.21140965,0.55418415,0.53638192,0.0071689702,-0.0081543152,-0.014588271,0.15580594,-0.099039046,-0.260084,0.2916207,-0.4906686,-0.82109786,2.5341281,-1.0345539,2.3
0,5050,5.050000,2,1.4405782,0.47163743,0.19287583,0.56051669,-0.016576772,0.010252168,0.0060146796,-0.32664258,0.1853486,0.047877368,0.64113281,0.30566934,0.70392824,0.78988325,0.444887,2.3
0,5050,5.050000,3,1.4405782,0.53942612,0.52498144,0.18029993,-0.01571513,0.0073459183,0.018552184,-0.29607108,0.19801859,0.335605,0.32924519,-0.8845063,0.33052414,1.2339375,-1.214451,2.3
0,5050,5.050000,4,1.4405782,0.13199159,0.19643762,0.87142895,-0.004823693,-0.01329879,-0.0033891029,-0.017572454,-0.33896521,-0.054735557,0.94284353,0.099184581,0.31813284,1.247037,0.10481179,2.3
0,5050,5.050000,5,1.4405782,0.16149174,0.51291688,1.2484208,0.015531106,0.0014390109,-0.009675696,0.35989741,0.10285638,-0.1610206,-0.31429785,0.24277391,0.91775688,0.40840137,2.4838886,2.3
0,5050,5.050000,6,1.4405782,0.49654175,0.15235718,1.2195348,0.01031016,0.0022433121,-0.016468764,0.28816262,0.0596586,-0.2047171,0.23046139,0.79009862,-0.56800679,2.1748783,1.2869836,2.3
0,5050,5.050000,7,1.4405782,0.54874334,0.55330029,0.89738242,0.010862352,0.0021986511,0.0090631977,0.17769788,0.0077510932,0.17420535,-0.71360831,0.6998601,-0.030968,1.6017693,2.3659208,2.3
0,5050,5.050000,8,1.4405782,0.15215692,0.9332615,0.15056107,-0.0055565827,0.029732849,-0.0023207138,0.027106624,0.49823183,-0.043076371,0.28181674,0.2572878,0.92432803,0.39152544,0.73993011,2.3
0,5050,5.050000,9,1.4405782,0.1647438,1.2441034,0.5490628,0.014605188,-0.0091706838,-0.0011300046,0.27210879,-0.066710963,0.040034301,-0.13167488,0.28350085,0.94988894,0.31791592,2.0056101,2.3
0,5050,5.050000,10,1.4405782,0.4970088,0.9510422,0.53396357,0.010857551,0.0026169587,-0.035083881,0.26328551,-0.088163734,-0.70793212,0.066907208,-0.33059085,-0.94139955,2.7975522,-1.3711069,2.3
0,5050,5.050000,11,1.4405782,0.53493485,1.2451461,0.17801178,0.00042659755,0.0038013866,0.0028280392,0.033501119,0.093809573,0.020890743,0.71971909,-0.34429822,-0.60287907,2.2179012,-0.44620137,2.3
0,5050,5.050000,12,1.4405782,0.19731483,0.9108856,0.92912399,0.0012507037,0.00088209634,-0.0055556695,0.031313009,-0.074145273,-0.12315848,0.80871722,0.58775161,-0.02290189,1.5937002,0.62846756,2.3
0,5050,5.050000,13,1.4405782,0.15465386,1.246946,1.2567309,-0.021799826,-0.0087983169,0.0039708661,-0.3047626,-0.11641326,0.11166362,-0.24388093,0.19584695,0.94982423,0.31812287,2.4649988,2.3
0,5050,5.050000,14,1.4405782,0.57560681,0.92301298,1.2518232,-0.0028827088,-0.0047680077,0.013592255,-0.13182593,-0.1026327,0.24358976,-0.090256928,-0.71102987,0.69734511,0.79910967,-1.6970594,2.3
0,5050,5.050000,15,1.4405782,0.53276825,1.3201563,0.87806065,-0.0020827975,0.01214958,-0.0049024398,-0.054364749,0.1634901,-0.026220171,-0.63134424,-0.71154242,0.30840206,1.2572836,-2.2965446,2.3
0,5050,5.050000,16,1.4405782,0.92939292,0.12516978,0.17473878,0.0023211986,-0.001881906,0.0023259861,0.028658654,0.012285203,0.021966292,0.30187783,0.4522092,0.83927148,0.5748544,0.98217389,2.3
0,5050,5.050000,17,1.4405782,0.90414521,0.4917374,0.53534002,-0.023271975,0.0093085063,0.0020537205,-0.48454979,0.15292527,-0.010523359,0.82179742,0.49758211,0.27759873,1.2895026,0.54443936,2.3
0,5050,5.050000,18,1.4405782,1.2566491,0.1703257,0.51946034,-0.0030324136,0.010581118,-0.01422974,-0.12321452,0.24266922,-0.2791626,-0.44273416,-0.71329481,0.54332033,0.99640925,-2.1262895,2.3
0,5050,5.050000,19,1.4405782,1.2770503,0.61813412,0.21485922,0.00046615356,0.010322442,0.02196719,-0.010339691,-0.0019833268,0.42436823,0.0022239003,-0.57367321,0.81908125,0.61098865,-1.5669197,2.3
0,5050,5.050000,20,1.4405782,0.95624207,0.21750556,0.96535314,-0.0066830744,-0.0030263426,0.010260691,-0.1323688,-0.12549672,0.12374503,-0.97390325,-0.1934798,0.11865086,1.4518653,-2.9454818,2.3
0,5050,5.050000,21,1.4405782,0.91409029,0.49338344,1.3018548,0.0091537597,-0.0099487207,0.00036380452,0.18205736,-0.14674187,-0.048372891,0.85230396,0.45504867,-0.25789274,1.8316369,0.49040168,2.3
0,5050,5.050000,22,1.4405782,1.3187908,0.13397614,1.2797735,0.004071622,-0.002978301,0.011233338,-0.044280932,0.080081119,0.20967449,0.36999863,0.39719381,-0.83984409,2.5677923,0.82083099,2.3
