frame,r_lower_nm,r_upper_nm,g_r
0,0.0,0.022116590980603854,0.0
0,0.022116590980603854,0.04423318196120771,0.0
0,0.04423318196120771,0.06634977294181156,0.0
0,0.06634977294181156,0.08846636392241541,0.0
0,0.08846636392241541,0.11058295490301927,0.0
0,0.11058295490301927,0.13269954588362312,0.0
0,0.13269954588362312,0.15481613686422696,0.0
0,0.15481613686422696,0.17693272784483083,0.0
0,0.17693272784483083,0.1990493188254347,0.0
0,0.1990493188254347,0.22116590980603854,0.0
0,0.22116590980603854,0.24328250078664237,0.0
0,0.24328250078664237,0.26539909176724624,0.0
0,0.26539909176724624,0.2875156827478501,0.0
0,0.2875156827478501,0.3096322737284539,0.0
0,0.3096322737284539,0.3317488647090578,0.0
0,0.3317488647090578,0.35386545568966166,0.0
0,0.35386545568966166,0.3759820466702655,0.0
0,0.3759820466702655,0.3980986376508694,0.0
0,0.3980986376508694,0.4202152286314732,0.0
0,0.4202152286314732,0.44233181961207707,0.44232754306368693
0,0.44233181961207707,0.46444841059268094,1.6009380702162308
0,0.46444841059268094,0.48656500157328475,3.7297268911431876
0,0.48656500157328475,0.5086815925538887,4.485445891758713
0,0.5086815925538887,0.5307981835344925,3.350424256483008
0,0.5307981835344925,0.5529147745150963,1.261038739511665
0,0.5529147745150963,0.5750313654957002,0.7113855706038338
0,0.5750313654957002,0.597147956476304,0.1796496416595877
0,0.597147956476304,0.6192645474569078,0.05560772660155002
0,0.6192645474569078,0.6413811384375118,0.20709713854561584
0,0.6413811384375118,0.6634977294181156,0.28994392568115734
0,0.6634977294181156,0.6856143203987195,0.6329039925563704
0,0.6856143203987195,0.7077309113793233,0.932424083472011
1,0.0,0.022152942246261957,0.0
1,0.022152942246261957,0.044305884492523914,0.0
1,0.044305884492523914,0.06645882673878586,0.0
1,0.06645882673878586,0.08861176898504783,0.0
1,0.08861176898504783,0.11076471123130979,0.0
1,0.11076471123130979,0.13291765347757173,0.0
1,0.13291765347757173,0.1550705957238337,0.0
1,0.1550705957238337,0.17722353797009566,0.0
1,0.17722353797009566,0.19937648021635762,0.0
1,0.19937648021635762,0.22152942246261959,0.0
1,0.22152942246261959,0.24368236470888152,0.0
1,0.24368236470888152,0.26583530695514346,0.0
1,0.26583530695514346,0.2879882492014054,0.0
1,0.2879882492014054,0.3101411914476674,0.0
1,0.3101411914476674,0.33229413369392935,0.0
1,0.33229413369392935,0.3544470759401913,0.0
1,0.3544470759401913,0.3766000181864533,0.0
1,0.3766000181864533,0.39875296043271524,0.0
1,0.39875296043271524,0.4209059026789772,0.0
1,0.4209059026789772,0.44305884492523917,0.3317456572977651
1,0.44305884492523917,0.4652117871715011,1.6009380702162364
1,0.4652117871715011,0.48736472941776304,4.002633736836581
1,0.48736472941776304,0.5095176716640251,4.40238207894837
1,0.5095176716640251,0.5316706139102869,3.274278250653858
1,0.5316706139102869,0.5538235561565489,1.1909810317610134
1,0.5538235561565489,0.5759764984028108,0.5820427395849577
1,0.5759764984028108,0.5981294406490728,0.41918249720570316
